"subregion","region","pop","high","college","income","poppermile","establishments","employees","ipaddr"
"red river","texas",12694,73.5,9.7,36969,12.4,168,1475,2931
"red willow","nebraska",10975,92.2,20.4,42627,15.4,418,3889,9464
"redwood","minnesota",15847,87.1,16.4,45177,18.3,519,5468,15154
"reeves","texas",13798,58.2,6.7,35552,5.2,187,2063,4626
"refugio","texas",7259,74.6,9.7,42470,9.6,143,1514,1048
"reno","kansas",64438,88.6,19.5,42207,51.4,1669,22425,30941
"rensselaer","new york",159835,89.4,27.4,56271,244.4,2981,41390,594417
"renville","minnesota",15369,87.9,15.9,48442,16,479,4529,15630
"renville","north dakota",2559,90.3,17.8,50093,2.8,105,847,1647
"republic","kansas",4858,93.7,19.4,40538,6.9,197,1486,3829
"reynolds","missouri",6667,74.1,6.9,33382,8.3,160,1190,1789
"rhea","tennessee",32247,75.9,10.8,36934,100.9,488,8190,23246
"rice","kansas",9985,90.3,20.9,46155,13.9,273,2643,2838
"rice","minnesota",64854,89.8,26.9,59533,129.4,1496,22468,183233
"rich","utah",2267,95,20,53924,2.2,77,265,4474
"richardson","nebraska",8290,91.2,15.4,39512,15.2,260,1750,8180
"richland","illinois",16176,89.3,18.9,42305,45.1,466,5320,15093
"richland","louisiana",20921,73.6,12.2,38469,37.1,411,5237,3320
"richland","montana",10810,87.2,15.9,57413,4.7,502,4854,8185
"richland","north dakota",16217,89.7,22,48908,11.4,538,5970,22905
"richland","ohio",122673,85,15.1,43098,251.3,2673,42132,102379
"richland","south carolina",393830,88.8,36.1,48485,507.9,8728,152564,801862
"richland","wisconsin",17818,88.1,15.1,44326,30.7,382,4744,6793
"richmond","georgia",202587,82.3,19.7,39090,618.4,4307,82835,396866
"richmond","new york",470728,87.4,28.9,72752,8030.3,8604,91590,275466
"richmond","north carolina",46627,77.1,11.2,31847,98.4,835,10892,15364
"richmond","virginia",9059,73.8,9.7,46456,48.3,188,2084,11765
"riley","kansas",75508,95.3,45.6,41427,116.6,1533,20347,197834
"ringgold","iowa",5096,89.5,21.1,42213,9.6,141,975,5877
"rio arriba","new mexico",40318,78,16.1,40232,6.9,593,6620,29350
"rio blanco","colorado",6857,93.3,23,63125,2.1,236,1760,12054
"rio grande","colorado",11943,85.2,19.2,37885,13.1,364,2846,8227
"ripley","indiana",28583,85.8,15.1,49358,64.6,634,9867,14602
"ripley","missouri",14036,72.1,9.9,30198,22.4,547,2599,7670
"ritchie","west virginia",10236,80.5,11.6,34204,23.1,210,2239,3442
"riverside","california",2268783,79.3,20.6,58365,303.8,33421,469182,1783684
"roane","tennessee",53469,82.1,17.3,43129,150.2,725,8744,38361
"roane","west virginia",14684,76.3,9.5,27772,30.9,255,2493,5527
"roanoke","virginia",92901,90.4,32.8,62895,368.7,2061,29965,184591
"roberts","south dakota",10303,87.3,16.1,41483,9.2,228,2173,4721
"roberts","texas",854,92.8,36.8,61042,1,13,NA,765
"robertson","kentucky",2188,71.5,9.8,26544,22.8,19,NA,254
"robertson","tennessee",66931,82.7,15.2,50759,139.2,1051,15886,30846
"robertson","texas",16545,76.1,15.1,38397,19.4,267,2476,4779
"robeson","north carolina",135496,69.3,12.5,30874,141.3,1857,30669,129296
"rock","minnesota",9553,89.2,17.2,44510,20.1,252,2480,4973
"rock","nebraska",1376,92.2,22.1,39977,1.5,46,325,1659
"rock","wisconsin",160418,87.3,19.5,50532,223.3,3236,49944,164353
"rock island","illinois",147457,86.8,22,46726,345,3308,61019,520405
"rockbridge","virginia",22394,81,22,45489,37.3,428,4337,150583
"rockcastle","kentucky",17006,69.1,11.7,26967,53.9,220,2489,6630
"rockdale","georgia",85820,85.1,23.7,55819,656.5,1962,27104,55037
"rockingham","new hampshire",297820,93.9,36.8,77470,425,9322,124294,684213
"rockingham","north carolina",92720,76.3,13.1,38311,165.6,1705,22721,37203
"rockingham","virginia",77391,78.9,22.6,51775,89.9,1382,22532,137941
"rockland","new york",317757,87.9,40.8,84661,1795.9,9198,99498,336964
"rockwall","texas",83021,90.8,35.8,82146,616.7,1721,19861,79656
"roger mills","oklahoma",3774,88,21.2,54352,3.2,88,533,1796
"rogers","oklahoma",88367,89.6,22.2,58434,128.6,1612,23514,37461
"rolette","north dakota",14382,81.5,17.5,27662,15.4,191,2395,5742
"rooks","kansas",5223,91.4,20.1,40000,5.8,188,1352,2039
"roosevelt","montana",10927,86.2,15.8,37807,4.4,202,1816,5224
"roosevelt","new mexico",20419,79.1,21.4,35841,8.1,342,3980,9979
"roscommon","michigan",24106,84.4,13.8,33286,47.1,563,4542,23111
"roseau","minnesota",15476,89.1,17.5,48612,9.3,405,7099,10240
"rosebud","montana",9396,89.3,17,44449,1.8,193,2606,3868
"ross","ohio",77429,83.7,14.1,44577,113.3,1238,21711,36435
"routt","colorado",23334,97.3,47.9,64230,10,1541,15479,28564
"rowan","kentucky",23447,76.7,24.2,32763,83.4,469,7585,78552
"rowan","north carolina",138180,80.4,17.4,43121,270.7,2512,39502,121918
"runnels","texas",10449,77.8,15.8,38556,10,231,2156,4118
"rush","indiana",17095,85.3,14.8,47102,42.6,360,3552,29058
"rush","kansas",3220,87.1,17.2,40036,4.6,99,891,765
"rusk","texas",54026,80.1,13.6,46438,57.7,812,11045,36540
"rusk","wisconsin",14316,85.5,15.5,38821,16.2,301,4073,4742
"russell","alabama",57820,77.4,12.6,33754,82.6,834,10598,105713
"russell","kansas",6946,90.1,20.2,38168,7.9,276,1865,6777
"russell","kentucky",17497,72.9,12.7,31087,69.2,370,5152,10122
"russell","virginia",28445,72.7,10.5,32555,61,476,5540,8772
"rutherford","north carolina",67323,80.2,15.3,37128,120.2,1285,16110,51178
"rutherford","tennessee",274454,88.8,27,54433,424,4476,82596,248438
"rutland","vermont",60869,88.9,26.4,48190,66.3,2215,24452,99541
"sabine","louisiana",24325,79.7,11.9,36959,28,470,4562,12563
"sabine","texas",10433,79.7,12.8,33109,22,159,1358,5871
"sac","iowa",10153,89.7,18.8,44392,18,344,2380,5376
"sacramento","california",1450121,85.2,27.7,56553,1470.8,27029,406048,4212259
"sagadahoc","maine",35191,92.3,31.1,56865,139.1,889,13007,81104
"saginaw","michigan",198353,86.8,18.6,43258,250.2,4375,75555,129631
"saguache","colorado",6304,77.3,20.1,33672,1.9,123,739,4604
"salem","new jersey",65774,85.7,18.5,57174,199.1,1174,18222,28030
"saline","arkansas",111845,88.6,22.9,52982,148,1745,18502,60208
"saline","illinois",24946,82.8,14,36083,65.6,585,7779,19598
"saline","kansas",55988,88.7,24,45635,77.2,1594,27146,50490
"saline","missouri",23339,80.1,16.6,39727,30.9,529,7134,9106
"saline","nebraska",14557,83.8,14.1,45347,24.7,292,6035,5115
"salt lake","utah",1063842,88.7,30.2,59168,1387.1,28649,495829,3399900
"saluda","south carolina",19893,77.2,13.5,39095,43.9,254,3732,659
"sampson","north carolina",63949,74.8,12.6,36832,67.1,989,13410,27305
"san augustine","texas",8818,72.9,12.2,26841,16.7,141,1259,5380
"san benito","california",56884,75.3,18.3,65570,39.8,894,9426,28815
"san bernardino","california",2081313,77.8,18.6,55853,101.5,31204,511293,1876414
"san diego","california",3177063,85.3,34.2,63857,735.8,75837,1128909,20133332
"san francisco","california",825863,85.7,51.4,72947,17179.1,30924,493972,4716334
"san jacinto","texas",27126,78,12.2,48750,46.3,180,953,7048
"san joaquin","california",702612,76.6,17.6,53764,492.6,10697,159882,589780
"san juan","colorado",690,90.6,26.5,36378,1.8,70,177,510
"san juan","new mexico",128529,80.7,15.2,49024,23.6,2833,37637,39523
"san juan","utah",14965,81,18.3,37611,1.9,247,2522,39496
"san juan","washington",15824,94.2,44.9,51395,90.7,938,3862,16354
"san luis obispo","california",274804,88.9,30.8,58630,81.7,7720,81045,279694
"san mateo","california",739311,88.4,43.9,87633,1602.2,19724,311675,4046698
"san miguel","colorado",7580,95.7,50.4,66789,5.7,630,4565,4931
"san miguel","new mexico",28891,82.3,21.6,32332,6.2,444,5580,10068
"san patricio","texas",65600,76.4,15.2,48389,93.5,1012,12783,24450
"san saba","texas",6002,83.8,17.7,38675,5.4,152,891,3317
"sanborn","south dakota",2324,87.2,16.7,46736,4.1,64,NA,891
"sanders","montana",11408,87.1,16.5,30368,4.1,341,1964,6448
"sandoval","new mexico",135588,90.2,28.3,57651,35.5,1598,24934,162408
"sandusky","ohio",60510,87.6,13.4,47277,149.2,1330,23134,35566
"sangamon","illinois",199271,91.5,31.2,53508,227.4,5096,81550,469915
"sanilac","michigan",42268,85.9,11.2,40437,44.8,845,7553,16915
"sanpete","utah",27906,88.6,18.3,44799,17.5,401,3974,86105
"santa barbara","california",431249,80.2,31.3,61896,155,11064,133803,441086
"santa clara","california",1837504,86.5,45.5,89064,1381,44568,865069,71672091
"santa cruz","arizona",47303,71.2,18,38092,38.3,1128,10588,13178
"santa cruz","california",266776,84,38.1,66030,589.4,6673,68341,646460
"santa fe","new mexico",146375,86.8,39.6,53698,75.5,4714,45353,192081
"santa rosa","florida",158512,89.3,25.6,55913,149.6,2432,21329,68308
"sarasota","florida",386147,91.1,29.3,49212,682.6,12385,120752,300520
"saratoga","new york",222133,92.6,35.4,67186,271.1,4986,61049,342341
"sargent","north dakota",3896,88.8,16.5,52154,4.5,125,1918,1529
"sarpy","nebraska",165853,94.6,35.5,69018,664.6,3098,40331,162698
"sauk","wisconsin",62597,88.4,20.2,51121,74.6,1755,29368,52154
"saunders","nebraska",20823,93.1,22.8,58348,27.7,507,3371,10164
"sawyer","wisconsin",16581,88.2,21.2,39228,13.2,666,4859,17974
"schenectady","new york",155124,90.1,28.8,55587,756.6,3068,48703,598612
"schleicher","texas",3264,78.6,16.1,46058,2.6,51,433,1086
"schley","georgia",4990,67.5,11.3,34691,30,63,741,1273
"schoharie","new york",32099,87.2,20.5,50795,52.7,556,5365,81367
"schoolcraft","michigan",8343,88.2,12.1,38367,7.2,226,1925,1223
"schuyler","illinois",7457,88.6,17.8,43902,17.3,148,1245,1656
"schuyler","missouri",4370,86.5,10.4,32862,14.4,87,350,636
"schuyler","new york",18514,88.2,17,47804,55.9,378,3662,16593
"schuylkill","pennsylvania",147063,85,14.3,44150,190.4,2842,41211,87157
"scioto","ohio",78477,80.9,13.2,33596,130.3,1281,18052,90954
"scotland","missouri",4877,78.2,18.1,36863,11.1,119,734,1527
"scotland","north carolina",36094,77.3,14,30465,113.4,660,10582,17126
"scott","arkansas",11010,76,11.1,38910,12.6,151,2075,1544
"scott","illinois",5290,88.5,18.3,50702,21.3,76,612,3318
"scott","indiana",23791,76,10.1,40532,127,415,5332,4402
"scott","iowa",168799,91.2,30.3,51274,360.7,4396,80218,222236
"scott","kansas",4937,88.6,19.9,58453,6.9,192,1302,2553
"scott","kentucky",49057,86.8,26.1,57967,167.4,839,19864,95073
"scott","minnesota",135152,94.2,36.3,83415,364.5,3111,37992,177400
"scott","mississippi",28250,70.5,9.6,36999,46.4,483,9574,16858
"scott","missouri",39139,77,13.7,39113,93.3,1090,14042,10968
"scott","tennessee",22173,74,9.5,29454,41.8,315,3380,11632
"scott","virginia",22781,73.3,11.6,35846,43.3,299,3365,20165
"scotts bluff","nebraska",36964,86.5,19.6,40939,50,1093,12226,37710
"screven","georgia",14202,75,11.9,31963,22.6,221,2766,7800
"scurry","texas",17126,73.9,15.8,46380,18.7,424,5428,6094
"searcy","arkansas",8007,72.9,8.5,29384,12.3,117,1028,3694
"sebastian","arkansas",127304,82.2,19,40680,236.4,3504,61739,136705
"sedgwick","colorado",2383,85.2,15,36797,4.3,68,371,636
"sedgwick","kansas",503889,88,28,49451,499.6,11853,212620,963398
"seminole","florida",430838,91.1,34,58908,1367,12335,142151,727111
"seminole","georgia",8947,81.1,10.9,29639,37.1,183,1489,6135
"seminole","oklahoma",25450,80.9,13.6,33799,40.3,463,5368,6080
"seneca","new york",35305,83,18.3,47266,108.9,706,8257,20478
"seneca","ohio",56018,87.8,16,41761,103,1182,17234,111255
"sequatchie","tennessee",14423,74.9,15.6,33536,53.1,178,1762,5752
"sequoyah","oklahoma",41398,81.1,12.8,38292,63,562,6542,11324
"sevier","arkansas",17177,70,9.2,35289,30.2,264,4961,9565
"sevier","tennessee",92512,81.1,15,42569,151.7,2493,31603,98482
"sevier","utah",20784,90.2,16.2,44731,10.9,497,5745,20081
"seward","kansas",23547,64.8,13.5,44550,35.9,567,9685,11546
"seward","nebraska",16935,92.4,26.5,59088,29.3,429,5240,23403
"shackelford","texas",3356,85.4,22.7,44647,3.7,127,981,1657
"shannon","missouri",8318,76.4,12.6,31748,8.4,168,1049,270
"shannon","south dakota",14059,78,13,25228,6.5,62,1796,2164
"sharkey","mississippi",4799,71.8,19.2,29451,11.4,119,786,262
"sharp","arkansas",17054,83,12.8,29590,28.6,317,2658,16323
"shasta","california",178586,87.6,19.7,44058,46.9,4205,46057,130187
"shawano","wisconsin",41607,88.1,14.5,45587,47,892,10031,35532
"shawnee","kansas",178991,90.3,28.8,47701,327.1,4355,74989,204597
"sheboygan","wisconsin",115009,90.3,21.6,52993,225.9,2674,49695,80527
"shelby","alabama",200941,91.4,40,68883,248.5,4802,74851,373793
"shelby","illinois",22196,88.2,14.5,44689,29.5,439,4121,9169
"shelby","indiana",44471,85.8,15,52156,108.1,908,14756,36214
"shelby","iowa",12069,90.8,17.4,46257,20.6,394,5554,5990
"shelby","kentucky",43614,83.3,24.5,56417,110.8,866,11638,21641
"shelby","missouri",6234,89,13.2,35124,12.7,171,1245,636
"shelby","ohio",49167,86.7,14.1,50527,121.2,991,20998,37488
"shelby","tennessee",940764,85.5,28.3,46102,1215.5,19487,418711,1838186
"shelby","texas",26019,76.3,12.4,34164,32,490,6612,8926
"shenandoah","virginia",42583,82.6,18,50535,82.5,889,11322,30552
"sherburne","minnesota",89455,92.7,24.3,71819,204.4,1895,19383,60532
"sheridan","kansas",2538,92.7,20.9,46821,2.9,109,629,1019
"sheridan","montana",3580,91.4,19.6,42148,2,160,862,3313
"sheridan","nebraska",5319,90.2,21.2,34588,2.2,172,1018,2567
"sheridan","north dakota",1266,81.8,14.2,38235,1.4,41,170,381
"sheridan","wyoming",29596,94.1,24.6,51667,11.5,1146,9983,39916
"sherman","kansas",6113,86.9,17.2,43012,5.7,260,1957,4018
"sherman","nebraska",3108,87.5,15.8,41250,5.6,80,551,2556
"sherman","oregon",1732,90.3,15.9,46453,2.1,50,364,1554
"sherman","texas",3073,74.7,20.7,49135,3.3,54,272,1659
"shiawassee","michigan",69232,89.6,14.5,47552,133.1,1158,12389,50954
"shoshone","idaho",12702,83.3,12.9,37934,4.9,356,3974,7071
"sibley","minnesota",15123,86.9,13.7,52482,25.9,358,3131,6002
"sierra","california",3086,88.2,18.6,50308,3.4,68,255,5439
"sierra","new mexico",11895,84.7,18.8,28373,2.9,223,2598,4338
"silver bow","montana",34403,90.2,22.5,40030,47.6,1120,13069,7339
"simpson","kentucky",17538,82.6,17,41493,74,381,7135,8022
"simpson","mississippi",27374,76.9,13.4,36606,46.7,411,5902,2644
"sioux","iowa",34268,86.8,22.5,53922,43.9,1225,17821,34112
"sioux","nebraska",1315,94.6,24.7,42386,0.6,15,NA,2168
"sioux","north dakota",4347,78.2,14.1,32802,3.8,24,927,889
"siskiyou","california",44154,88.8,22.6,37865,7.2,1104,8236,39753
"skagit","washington",118222,87.9,23.7,55555,67.5,3358,36338,72689
"skamania","washington",11187,90.3,22.4,52884,6.7,177,1185,23703
"slope","north dakota",758,88.5,26.8,55625,0.6,16,NA,317
"smith","kansas",3765,88.1,13.4,42569,4.3,144,1019,1401
"smith","mississippi",16345,78.2,13.3,36795,25.9,181,2409,6334
"smith","tennessee",19102,77.8,12.3,43580,61,272,3592,6919
"smith","texas",214821,84.7,24.5,46615,227.6,5504,86101,158327
"smyth","virginia",31718,76,14.3,34533,71.4,536,8997,16819
"snohomish","washington",733036,91,28.4,67777,341.8,16674,216021,727169
"snyder","pennsylvania",39672,82.8,16.3,46184,120.8,830,13485,26908
"socorro","new mexico",17603,77.8,21.1,34148,2.7,243,2885,134651
"solano","california",420757,86.2,24.2,69914,503,6629,97762,243301
"somerset","maine",51910,86.7,15.4,37875,13.3,1158,13511,28896
"somerset","maryland",26253,81.6,14.3,41420,82.8,362,3719,14773
"somerset","new jersey",327707,93,50.2,98842,1071.7,9677,175150,3147287
"somerset","pennsylvania",76957,83.6,14.5,41102,72.4,1743,20104,28150
"somervell","texas",8598,87.4,29.9,48401,45.5,197,3354,9702
"sonoma","california",491829,86.4,31.8,64343,307.1,13080,144934,788673
"southampton","virginia",18409,73.9,12.7,46733,31,227,1932,3011
"spalding","georgia",63865,75,14,41163,326.1,1134,16945,39444
"spartanburg","south carolina",288745,80.4,20.4,43563,351.9,6142,110969,408117
"spencer","indiana",20837,85.7,15.4,54348,52.8,410,5369,35101
"spencer","kentucky",17416,86.2,16.4,61921,91.4,201,1034,12204
"spink","south dakota",6611,86.5,19.5,47983,4.3,184,1252,1910
"spokane","washington",475735,92.5,28.6,49257,267.2,12151,169532,880171
"spotsylvania","virginia",125684,88.2,29.7,78299,304.9,2256,26692,149661
"st bernard","louisiana",41635,79.5,10.2,40450,95.1,666,7482,21804
"st charles","louisiana",52681,85.4,19.5,60207,189.1,942,20632,28171
"st charles","missouri",368666,92.8,34.5,71458,643.2,7911,115882,763519
"st clair","alabama",85237,79.9,14.6,49200,132.3,1203,12870,68710
"st clair","illinois",268858,88.3,24.3,50109,410.6,5377,78424,213371
"st clair","michigan",160644,88.1,15.6,48869,226.1,3123,39572,62705
"st clair","missouri",9474,83.6,12,32553,14.6,171,1369,5110
"st croix","wisconsin",85242,94.5,32,68513,116.8,2053,24636,66451
"st francis","arkansas",27858,74.1,10.2,26360,44.5,479,5644,7674
"st francois","missouri",65917,80.4,14.8,37630,144.6,1416,17628,28976
"st helena","louisiana",11071,80.3,9.9,29632,27.4,113,1034,15720
"st james","louisiana",21722,81.8,11.3,52887,91.5,324,6556,17063
"st john the baptist","louisiana",44758,82.2,15.6,49671,215.5,733,13842,32478
"st johns","florida",202188,92.5,39.3,64153,316.4,4956,45074,157253
"st joseph","indiana",266344,87.5,26.2,45183,583,5922,112215,586632
"st joseph","michigan",60796,83.9,14.1,44433,122.4,1182,19492,32729
"st landry","louisiana",83662,74.2,12.6,34350,90.3,1606,21629,32099
"st lawrence","new york",112232,86.4,18.9,43390,41.8,2018,26642,274470
"st louis","minnesota",200319,92.5,25.5,45399,32,5367,82204,231790
"st louis","missouri",1000438,91.5,39.3,58630,1967.2,29618,545858,10124310
"st louis city","missouri",318172,81.9,27.7,34402,5157.5,8896,228617,2281025
"st lucie","florida",283866,83.2,17.9,44947,485.7,4827,53587,166315
"st martin","louisiana",52726,74.6,12.1,40358,70.7,900,11312,13590
"st mary","louisiana",53697,70,9.9,40171,98.4,1379,23536,24413
"st marys","maryland",108987,89.8,28.5,82529,294.4,1908,28636,140901
"st tammany","louisiana",239453,88.4,29.8,61442,276.4,5869,68857,248738
"stafford","kansas",4358,86.6,21.8,42006,5.6,128,669,573
"stafford","virginia",134352,91.8,35.9,94658,479.5,2054,28221,1052840
"stanislaus","california",521726,75.6,16.4,50671,344.2,8289,122473,386642
"stanley","south dakota",2969,90.9,28.2,55679,2.1,104,1010,31
"stanly","north carolina",60576,79.6,15,43424,153.3,1303,15534,30342
"stanton","kansas",2175,73.1,15.5,49152,3.3,63,470,1019
"stanton","nebraska",6089,92,14.1,49236,14.3,110,NA,1787
"stark","illinois",5946,89.3,14.3,49693,20.8,114,899,2798
"stark","north dakota",26771,87.3,22.1,54269,18.1,1032,12243,25558
"stark","ohio",374868,88.5,20.7,45347,652.9,8344,134600,403865
"starke","indiana",23213,79.3,11.3,38961,75.6,319,2912,14358
"starr","texas",61615,46.3,9.6,25598,49.8,511,9394,9836
"ste genevieve","missouri",17740,81.1,9.7,48110,36.4,397,5096,10402
"stearns","minnesota",151606,90.4,23.9,53035,112.2,4267,75490,208785
"steele","minnesota",36322,90.8,23.7,57290,85.1,996,18568,110642
"steele","north dakota",1989,88.9,16.7,49485,2.8,63,567,1657
"stephens","georgia",25891,77.2,14.2,37502,146.1,546,7569,16949
"stephens","oklahoma",44779,84.8,17,45030,51.8,1055,13134,30296
"stephens","texas",9464,79.7,11.4,37400,10.7,252,2360,2686
"stephenson","illinois",46959,88.7,17.8,43410,84.5,1096,15088,41579
"sterling","texas",1191,72,18,41944,1.2,33,287,134
"steuben","indiana",34124,90.2,19.9,48502,110.7,961,12146,28233
"steuben","new york",99063,87.4,19.6,44967,71.2,1796,26733,222043
"stevens","kansas",5756,83.3,13.1,56019,7.9,132,974,3446
"stevens","minnesota",9663,91.4,25,47712,17.3,336,4019,15666
"stevens","washington",43538,90.3,19.2,44354,17.6,883,6830,22536
"stewart","georgia",6042,71.4,12,30417,13.2,70,NA,1027
"stewart","tennessee",13297,83.5,12.9,42771,29,159,1307,2551
"stillwater","montana",9195,92.3,21.4,56652,5.1,244,2521,5490
"stoddard","missouri",29795,76.1,11.4,34839,36.4,734,8686,20355
"stokes","north carolina",46783,80,11.3,43099,105.6,588,5240,20720
"stone","arkansas",12663,79.2,11.8,31364,20.4,231,2110,5367
"stone","mississippi",18028,82.8,13.1,43731,39.9,265,2839,1790
"stone","missouri",31568,83.8,16.2,41069,69.4,685,4697,9663
"stonewall","texas",1475,85.7,23.7,47083,1.6,47,359,907
"storey","nevada",3935,91.6,18.1,59386,15.3,89,345,9947
"story","iowa",91140,95.5,47.7,49733,156.3,2015,28288,237810
"strafford","new hampshire",124119,90.3,30.2,59082,333.7,2476,35146,134660
"stutsman","north dakota",20934,85.8,23.4,46317,9.5,653,8882,17003
"sublette","wyoming",10368,94.6,25.6,79250,2.1,474,3366,11164
"suffolk","massachusetts",744426,83.1,39.2,51638,12415.7,19436,550649,2458388
"suffolk","new york",1499273,89.5,32.4,87187,1637.4,47668,538635,2127248
"suffolk","virginia",85181,85.6,25.3,65351,211.4,1450,20009,66281
"sullivan","indiana",21188,85.9,13.4,47640,48,350,4215,6923
"sullivan","missouri",6546,81.3,10.8,33193,10.4,118,2027,2609
"sullivan","new hampshire",43074,90.1,25.8,51678,81.4,974,10768,31804
"sullivan","new york",76793,84.5,20.7,48303,80.1,1998,18186,49798
"sullivan","pennsylvania",6461,86.9,12.7,38732,14.3,166,1188,1176
"sullivan","tennessee",156786,82.7,20.4,40572,379.4,3339,64241,358941
"sully","south dakota",1427,92.7,28.5,51429,1.4,64,330,78309
"summers","west virginia",13737,77.5,12,32194,38.6,171,1440,2817
"summit","colorado",28044,94.7,49.2,67915,46,2075,18873,19337
"summit","ohio",540811,90,29.4,48790,1312.6,13458,235688,1253450
"summit","utah",38003,93.3,49.8,84752,19.4,2005,23899,69502
"sumner","kansas",23674,91,18.4,48060,20.4,488,4482,24448
"sumner","tennessee",166123,86,23,55211,303.4,2833,36154,109323
"sumter","alabama",13427,75.4,13.6,21964,15.2,205,2655,6417
"sumter","florida",101620,85.5,20,44817,170.8,1131,15132,46639
"sumter","georgia",31554,76.1,18.2,34416,68,656,9543,25583
"sumter","south carolina",108052,81.4,17.8,40542,161.6,1784,28937,65127
"sunflower","mississippi",28431,68.8,13.8,27042,42.2,469,5182,7324
"surry","north carolina",73561,74.3,14.9,36788,138.4,1652,26633,49335
"surry","virginia",6844,77.8,11.5,53505,25.3,78,NA,1803
"susquehanna","pennsylvania",42696,87.7,16,46392,52.7,891,6703,31895
"sussex","delaware",203390,85.3,21.9,53215,210.6,5313,57764,122853
"sussex","new jersey",147442,93.4,31.6,84860,287.6,3316,30616,191022
"sussex","virginia",11972,66.5,10.1,40088,24.7,181,1982,4518
"sutter","california",95022,78.2,18.9,50010,157.3,1678,18936,45527
"sutton","texas",3950,70.9,12.7,55122,2.8,144,1209,1753
"suwannee","florida",43656,80.7,10.1,37775,60.3,658,8202,28214
"swain","north carolina",14141,80.3,17.7,40719,26.5,400,5322,14746
"sweet grass","montana",3605,91.9,26.5,41913,2,157,933,1790
"sweetwater","wyoming",45267,90.5,17,72096,4.2,1339,16739,86716
"swift","minnesota",9594,87,14.1,43846,13.2,300,3128,4457
"swisher","texas",7891,75.1,16.1,38988,8.8,152,1084,3829
"switzerland","indiana",10424,77.5,8.9,43628,48.1,124,1871,1113
"talbot","georgia",6517,77.4,11.2,33404,17.5,57,521,8562
"talbot","maryland",38098,88.8,32.7,63399,140.7,1458,17162,50526
"taliaferro","georgia",1680,60.1,8.5,24125,8.8,21,71,127
"talladega","alabama",81762,76.6,12.3,36609,111.7,1283,21592,73588
"tallahatchie","mississippi",15111,63.7,9.1,27092,23.8,174,1841,2867
"tallapoosa","alabama",41168,77.6,17.1,39423,58.1,739,9674,17900
"tama","iowa",17536,88.7,16,48836,24.6,341,3533,6282
"taney","missouri",52956,85.7,19.8,40120,81.7,1720,22043,41291
"tangipahoa","louisiana",123441,79.9,19.8,40214,153,2261,33304,165752
"taos","new mexico",32779,88.4,29.2,36205,15,1121,8670,13419
"tarrant","texas",1880153,84,28.9,56178,2094.7,37210,687510,2415561
"tate","mississippi",28490,80.2,14.7,41839,71.4,354,3895,8123
"tattnall","georgia",25384,74.1,11.3,33863,53.2,294,2978,8539
"taylor","florida",22744,77.7,10.8,38005,21.6,402,4682,7855
"taylor","georgia",8420,70.3,6.8,27479,23.6,118,949,6633
"taylor","iowa",6208,88.6,12.7,41554,11.9,134,1395,3377
"taylor","kentucky",24691,75,14.5,35054,92,611,9598,38473
"taylor","texas",133473,85.2,24,43065,143.6,3326,51220,168371
"taylor","west virginia",16991,83.8,14.2,39142,97.8,221,1971,4444
"taylor","wisconsin",20486,85.4,13.5,45054,21.2,476,7105,8182
"tazewell","illinois",135949,90.9,23.5,54617,208.6,2783,43034,101621
"tazewell","virginia",44268,76.5,13.9,36436,86.9,1107,13452,26426
"tehama","california",63406,80.3,12.6,38753,21.5,987,11009,35065
"telfair","georgia",16349,73.3,10.2,23777,37.7,199,3017,1020
"teller","colorado",23389,94.1,29.9,57931,41.9,684,5071,14301
"tensas","louisiana",4954,74.6,11.8,28090,8.7,92,488,1904
"terrebonne","louisiana",111893,73.1,13.3,48166,90.8,2913,47988,78508
"terrell","georgia",9045,63.9,10.2,30953,27.8,176,1532,1529
"terrell","texas",917,82.5,18.8,41417,0.4,16,NA,383
"terry","texas",12613,67.3,14.9,35485,14.2,250,2276,12012
"teton","idaho",10052,88.7,33.2,52444,22.6,402,1696,5743
"teton","montana",6053,87.7,24.9,40811,2.7,181,1127,2862
"teton","wyoming",21675,95,52.7,73627,5.3,1870,14762,33461
"texas","missouri",25810,80.1,11.6,33128,22.1,478,4356,12355
"texas","oklahoma",21498,72,19.9,46631,10.1,475,7150,12781
"thayer","nebraska",5134,89,16.9,43198,9.1,206,1772,2424
"thomas","georgia",44724,81.7,19.1,34419,82.1,1068,15549,22472
"thomas","kansas",7941,89.5,23,45125,7.4,341,2885,21738
"thomas","nebraska",676,93.3,18.7,51375,0.9,25,196,0
"throckmorton","texas",1601,79.2,18.4,40380,1.8,47,247,540
"thurston","nebraska",7020,85.5,13.3,39568,17.6,112,1259,1792
"thurston","washington",258332,93,32.5,63129,349.4,5733,63511,905851
"tift","georgia",41064,76.2,17,37414,154.9,1041,15178,38252
"tillamook","oregon",25287,88.1,19.3,41400,22.9,687,6099,12117
"tillman","oklahoma",7822,76.2,15.5,31437,9.2,139,1303,427
"tioga","new york",50478,90.5,22.4,53789,98.6,809,11362,22058
"tioga","pennsylvania",42577,87.4,17.6,42027,37,901,10863,84167
"tippah","mississippi",22025,74.3,11.3,35769,48.6,343,5391,10941
"tippecanoe","indiana",177513,90.5,35.8,43485,345.7,3294,60099,422287
"tipton","indiana",15695,89.1,15.3,53543,61.2,299,3036,4141
"tipton","tennessee",61705,84.1,13.5,50869,133.3,717,8241,23856
