subregion,region,pop,high,college,income,poppermile,establishments,employees
stevens,minnesota,9663,91.4,25,47712,17.3,336,4019
swift,minnesota,9594,87,14.1,43846,13.2,300,3128
todd,minnesota,24509,85.2,11.8,44202,26.3,541,4801
traverse,minnesota,3451,89.5,16.3,44773,6.2,128,844
wabasha,minnesota,21476,91.2,18.6,52346,41.4,572,5705
wadena,minnesota,13767,88.3,13.8,35307,25.8,407,5202
waseca,minnesota,19237,91.5,19,52357,45.2,494,6267
washington,minnesota,244088,95.9,40,79571,619.7,5313,67716
watonwan,minnesota,11187,81.6,14.9,49307,25.8,304,3356
wilkin,minnesota,6585,89,17.3,51957,8.8,173,2032
winona,minnesota,51629,89.1,25.3,44848,82.2,1182,21396
wright,minnesota,127336,93.3,25.4,69674,188.5,3009,31821
yellow medicine,minnesota,10158,89.5,18.1,50740,13.8,320,4189
adams,mississippi,32122,79.6,18.2,26784,69.8,815,10170
alcorn,mississippi,37164,77.7,15.3,32221,92.6,779,11325
amite,mississippi,12957,75.1,9.4,31402,18,169,1218
attala,mississippi,19157,70.4,16.2,29805,26.6,341,4762
benton,mississippi,8730,72.7,9.5,28666,21.5,60,990
bolivar,mississippi,33904,71.8,19.5,27173,39,708,8266
calhoun,mississippi,14843,68.4,9.9,29893,25.5,262,2740
carroll,mississippi,10423,78.8,14,28793,16.9,90,481
chickasaw,mississippi,17416,71.8,10.9,30395,34.7,347,5340
choctaw,mississippi,8346,79,11.3,29832,20.4,106,1110
claiborne,mississippi,9349,83.6,17.5,21924,19.7,122,
clarke,mississippi,16556,75.8,9.5,31059,24.2,252,2315
clay,mississippi,20427,79.9,16.5,32919,50.3,364,4133
coahoma,mississippi,25709,75,16.5,26050,47.3,564,6949
copiah,mississippi,28955,79.9,14.4,38154,37.9,414,6081
covington,mississippi,19607,78.5,15.6,31127,47.3,329,3819
de soto,mississippi,166234,88.1,21.3,59734,338.7,2543,42540
forrest,mississippi,76894,83.6,26.2,35805,160.7,1846,30777
franklin,mississippi,7918,76.6,10.1,33250,14.4,117,1177
george,mississippi,22930,85.3,10.6,45365,47.2,317,3141
greene,mississippi,14311,74.3,8.6,40404,20.2,123,841
grenada,mississippi,21682,76.3,17.2,33123,51.9,549,7982
hancock,mississippi,45255,84.7,23,42591,92.7,705,12237
harrison,mississippi,194029,83.8,20.5,44550,326,4167,68421
hinds,mississippi,248643,84,27.7,39290,282,5550,94530
holmes,mississippi,18796,69.5,11.8,22259,25.4,248,1995
humphreys,mississippi,9189,64.7,10.9,25730,22.4,157,2078
issaquena,mississippi,1386,59.9,4.2,22396,3.4,10,99
itawamba,mississippi,23340,74,11.3,37769,43.9,339,4270
jackson,mississippi,140298,85,18.6,49620,193.2,2225,46652
jasper,mississippi,16523,75.8,11.7,28914,25.2,210,3304
jefferson,mississippi,7638,75.8,19.5,20375,14.9,57,654
jefferson davis,mississippi,12032,75.1,11.6,25842,30.6,149,1222
jones,mississippi,68641,77.9,16.1,37643,97.5,1357,25488
kemper,mississippi,10335,73.9,10.9,25584,13.6,122,1175
lafayette,mississippi,49495,87.3,39.7,41166,75,1046,12724
lamar,mississippi,57786,87.9,32.5,50075,112,1301,17001
lauderdale,mississippi,80220,81.9,17.9,35420,114.1,1986,30319
lawrence,mississippi,12551,80.7,11.8,37000,30,184,1895
leake,mississippi,23297,75.7,10.3,32537,40.8,301,4627
lee,mississippi,85042,82.5,20.9,41150,184.3,2374,45784
leflore,mississippi,30948,68.3,16.1,22353,54.5,738,12147
lincoln,mississippi,34900,81.6,17.5,38438,59.5,769,10223
lowndes,mississippi,59670,80.8,19.8,37626,118.3,1500,21016
madison,mississippi,98468,88.6,44.6,59730,133.2,2749,42676
marion,mississippi,26442,74.2,13.4,32117,49.9,610,6546
marshall,mississippi,36612,70,10.6,33279,52.6,420,6114
monroe,mississippi,36421,76.4,13,35102,48.3,652,8288
montgomery,mississippi,10614,73.9,15.6,33087,26.8,223,2396
neshoba,mississippi,29785,75.2,11.3,36128,52.1,530,7903
newton,mississippi,21601,82.9,13.1,37386,37.6,316,3520
noxubee,mississippi,11218,64.7,12.1,21798,16.6,194,1751
oktibbeha,mississippi,48192,85.9,41.7,29013,104,847,10782
panola,mississippi,34473,72.8,14,34592,50.7,636,9129
pearl river,mississippi,55295,81.9,14.8,42971,68.9,813,7310
perry,mississippi,12086,80.3,9,39070,18.9,158,1684
pike,mississippi,40100,78,16.2,32751,98.8,989,12813
pontotoc,mississippi,30594,74.1,10.6,38574,60.2,459,9818
prentiss,mississippi,25390,73.8,11,32518,60.9,506,6352
quitman,mississippi,7798,65.9,11,24545,20.3,115,759
rankin,mississippi,145165,87.8,28.1,56159,182.6,3400,49893
scott,mississippi,28250,70.5,9.6,36999,46.4,483,9574
sharkey,mississippi,4799,71.8,19.2,29451,11.4,119,786
simpson,mississippi,27374,76.9,13.4,36606,46.7,411,5902
smith,mississippi,16345,78.2,13.3,36795,25.9,181,2409
stone,mississippi,18028,82.8,13.1,43731,39.9,265,2839
sunflower,mississippi,28431,68.8,13.8,27042,42.2,469,5182
tallahatchie,mississippi,15111,63.7,9.1,27092,23.8,174,1841
tate,mississippi,28490,80.2,14.7,41839,71.4,354,3895
tippah,mississippi,22025,74.3,11.3,35769,48.6,343,5391
tishomingo,mississippi,19591,76.5,11.8,30734,46.2,345,3995
tunica,mississippi,10475,69.9,13.7,30470,23.7,220,10234
union,mississippi,27414,76.1,13.6,36661,65.3,490,7349
walthall,mississippi,15100,74.6,12.6,34045,38.2,225,1996
warren,mississippi,48084,82.7,23.8,40469,82.9,1037,17935
washington,mississippi,49750,74.6,18.8,28591,70.6,1213,14651
wayne,mississippi,20661,73.1,10.1,31388,25.6,385,4679
webster,mississippi,10039,76.3,16.9,36392,24.4,169,1644
wilkinson,mississippi,9432,71.3,9.6,33732,14.6,155,1542
winston,mississippi,19029,80.6,15.3,33007,31.6,381,4652
yalobusha,mississippi,12401,76.4,12.1,33076,27.1,190,2358
yazoo,mississippi,28195,74.4,13,27979,30.4,399,3950
adair,missouri,25581,87.3,27.1,33157,45.1,654,8532
andrew,missouri,17417,89.7,19.8,54148,40,342,1737
atchison,missouri,5517,88.2,21.7,44330,10.4,211,1314
audrain,missouri,25621,82.9,14.4,41567,36.9,574,6996
barry,missouri,35546,80.8,13.2,38321,45.7,738,13142
barton,missouri,12337,85.4,14.8,39144,21,251,2425
bates,missouri,16709,82.8,10.4,38966,20.4,345,2752
benton,missouri,18962,81,12.4,34512,27.1,380,2177
bollinger,missouri,12382,77.4,9.7,36119,20,192,1301
boone,missouri,168535,92.4,45.9,47123,237.3,4376,66808
buchanan,missouri,89706,86.2,19.4,43386,218.6,2330,43801
butler,missouri,43053,76.6,14.2,34080,61.6,1219,14942
caldwell,missouri,9145,86.2,12.8,40522,22.1,160,767
callaway,missouri,44305,86.7,22.2,50669,53.1,750,11326
camden,missouri,43845,89.8,20.6,44961,67.1,1403,11896
cape girardeau,missouri,76950,86.1,26.7,45795,130.8,2388,36978
carroll,missouri,9086,83.5,17.3,44015,13.4,233,1667
carter,missouri,6262,74.5,12.5,26689,12.3,169,996
cass,missouri,100376,91.9,21.9,60807,142.8,1823,17176
cedar,missouri,13799,84.3,11.8,31353,29.5,274,2376
chariton,missouri,7649,84,13.7,40958,10.4,200,1254
christian,missouri,79824,91.9,26.3,51961,137.6,1587,12453
clark,missouri,6969,85.8,12.7,40333,14.1,143,958
clay,missouri,227577,91.9,30.6,60507,558.6,4721,82143
clinton,missouri,20508,89.6,17.1,51439,49.5,368,3001
cole,missouri,76363,89.5,30.9,55580,193,2209,32793
cooper,missouri,17520,84.3,17.8,45869,31.2,401,4353
crawford,missouri,24832,76.6,10.2,35947,33.3,513,4988
dade,missouri,7568,84,9.5,32248,16.1,142,1292
dallas,missouri,16799,77.3,11.7,39132,31,248,2608
daviess,missouri,8239,83.9,14.6,41133,15,164,864
de kalb,missouri,12940,83.6,11.3,45252,30.6,224,1926
dent,missouri,15647,76.5,11.8,36715,20.8,337,3545
douglas,missouri,13585,80,9.7,32300,16.8,204,2222
dunklin,missouri,31826,69,11.3,30806,59.1,764,8412
franklin,missouri,101412,84.9,16.7,50098,110,2576,31434
gasconade,missouri,14972,83.7,14.8,40788,29.4,418,4305
gentry,missouri,6777,83.7,12.8,36307,13.7,205,1760
greene,missouri,280626,89.3,27.8,41622,407.5,7960,138882
grundy,missouri,10338,85.4,14.5,36590,23.6,251,2623
harrison,missouri,8728,83.3,8.1,35915,12.4,228,1958
henry,missouri,22153,85.2,15.2,36944,32,592,6621
hickory,missouri,9391,82.1,9,28850,24.1,140,664
holt,missouri,4655,89.6,15.5,41737,10.6,131,879
howard,missouri,10169,85.3,23.8,46991,21.9,192,1870
howell,missouri,40629,83.4,15.7,35625,43.6,1077,12678
iron,missouri,10374,76.4,10.7,32029,19.3,342,2107
jackson,missouri,677377,87.3,27.1,46874,1115.3,16752,314471
jasper,missouri,115258,82.3,19.3,39522,183.9,2925,51571
jefferson,missouri,220209,86.7,16.7,56400,333.1,3885,39500
johnson,missouri,54397,91.1,24.4,47268,63.4,1099,9515
knox,missouri,4082,87.2,17,34596,8.2,103,690
laclede,missouri,35417,82.6,13.3,39697,46.5,795,11356
lafayette,missouri,33080,87.4,16.4,50000,53.1,685,5990
lawrence,missouri,38467,80.4,14.6,39829,63.2,686,7116
lewis,missouri,10174,85.4,12.8,40579,20.2,191,1876
lincoln,missouri,53354,84,12.5,53726,83.9,889,7828
linn,missouri,12484,89.1,13.2,38211,20.7,299,3290
livingston,missouri,15037,86.7,19.1,42260,28.5,415,5488
macon,missouri,15573,84.4,14.8,37889,19.4,353,3267
madison,missouri,12448,76.8,9.8,35141,24.7,270,2813
maries,missouri,9014,80.7,14.2,42018,17.4,136,1021
marion,missouri,28745,83.3,18,40915,65.9,835,11183
mcdonald,missouri,22876,76.5,9.7,37701,42.8,310,5445
mercer,missouri,3729,89.2,13.7,34440,8.3,74,414
miller,missouri,24817,83.2,13,36411,41.8,695,5669
mississippi,missouri,14322,66.6,10.7,28474,34.9,255,2446
moniteau,missouri,15625,81.6,16.9,50887,37.6,327,2728
monroe,missouri,8703,85.4,12,39495,13.6,180,1347
montgomery,missouri,11996,79.2,11.5,40175,22.8,272,2000
morgan,missouri,20117,80.9,14,36928,34.4,456,2763
new madrid,missouri,18488,74.6,13.1,34772,28.1,415,6012
newton,missouri,59069,85,18.3,41873,93,1271,18603
nodaway,missouri,23419,89.8,24,38680,26.6,491,6722
oregon,missouri,10997,77.2,9.4,27885,13.8,217,1789
osage,missouri,13858,87.1,13.5,47836,23,262,2823
ozark,missouri,9601,78.3,10.1,31992,13.1,168,883
pemiscot,missouri,18111,70.8,10.3,28798,37.1,386,4826
perry,missouri,19018,81.2,13,44383,40,485,9300
pettis,missouri,42319,82.2,15.8,38669,61.9,1043,17117
phelps,missouri,44987,86.2,26.4,40675,67.2,1115,13331
pike,missouri,18565,78.7,12,42276,27.6,392,3739
platte,missouri,92054,94.1,37.7,66487,212.6,2207,37732
polk,missouri,31017,82.2,17.2,38423,49,580,6991
pulaski,missouri,53259,90,19.3,46919,95.5,747,8197
putnam,missouri,4931,85,14.9,34556,9.6,96,598
ralls,missouri,10277,87.2,16.1,47286,21.6,200,2494
randolph,missouri,25330,82.6,12.2,36484,52.7,566,7648
ray,missouri,23064,86.6,14.2,54670,41.3,373,2883
reynolds,missouri,6667,74.1,6.9,33382,8.3,160,1190
ripley,missouri,14036,72.1,9.9,30198,22.4,547,2599
saline,missouri,23339,80.1,16.6,39727,30.9,529,7134
schuyler,missouri,4370,86.5,10.4,32862,14.4,87,350
scotland,missouri,4877,78.2,18.1,36863,11.1,119,734
scott,missouri,39139,77,13.7,39113,93.3,1090,14042
shannon,missouri,8318,76.4,12.6,31748,8.4,168,1049
shelby,missouri,6234,89,13.2,35124,12.7,171,1245
st charles,missouri,368666,92.8,34.5,71458,643.2,7911,115882
st clair,missouri,9474,83.6,12,32553,14.6,171,1369
st francois,missouri,65917,80.4,14.8,37630,144.6,1416,17628
st louis,missouri,1000438,91.5,39.3,58630,1967.2,29618,545858
st louis city,missouri,318172,81.9,27.7,34402,5157.5,8896,228617
ste genevieve,missouri,17740,81.1,9.7,48110,36.4,397,5096
stoddard,missouri,29795,76.1,11.4,34839,36.4,734,8686
stone,missouri,31568,83.8,16.2,41069,69.4,685,4697
sullivan,missouri,6546,81.3,10.8,33193,10.4,118,2027
taney,missouri,52956,85.7,19.8,40120,81.7,1720,22043
texas,missouri,25810,80.1,11.6,33128,22.1,478,4356
vernon,missouri,20748,84.6,13.7,37312,25.6,503,5640
warren,missouri,32753,84.2,15.9,50182,75.9,577,5940
washington,missouri,25095,70.4,7.5,35148,33.2,378,2988
wayne,missouri,13402,73.4,8,29331,17.8,292,1930
webster,missouri,36351,82,13.8,41764,61.1,606,4700
worth,missouri,2079,86.2,15.6,39671,8.1,48,186
wright,missouri,18629,77.3,11.6,29212,27.6,405,3386
beaverhead,montana,9346,92.8,30.9,41226,1.7,355,2213
big horn,montana,13061,83.4,13.8,37277,2.6,221,2267
blaine,montana,6683,86.9,17.6,38721,1.5,148,1078
broadwater,montana,5756,90.5,16.7,44570,4.7,135,892
carbon,montana,10127,91.5,28.6,46194,4.9,395,2022
carter,montana,1177,91.3,13.1,35121,0.3,31,
cascade,montana,81723,90.2,22.8,44074,30.1,2429,29151
chouteau,montana,5904,89.6,22.7,40825,1.5,151,725
custer,montana,11888,92,19.4,41373,3.1,415,4172
daniels,montana,1786,95.8,17.3,37578,1.2,69,
dawson,montana,9249,89.9,19.9,51761,3.8,332,2803
deer lodge,montana,9227,85.8,18.5,34095,12.6,257,2811
fallon,montana,3024,87.9,15.9,49573,1.8,145,1083
fergus,montana,11435,89.3,22.2,37601,2.7,439,3221
flathead,montana,91633,92,27.6,45588,17.9,3847,31357
gallatin,montana,92614,96,45.1,51391,34.4,4752,37258
garfield,montana,1261,88.5,14.2,37500,0.3,26,127
glacier,montana,13711,80.8,18.4,40109,4.5,255,1946
golden valley,montana,839,84.6,21.4,36250,0.8,17,
granite,montana,3109,89.2,26.8,38179,1.8,103,489
hill,montana,16366,91.3,21.8,46724,5.6,534,5091
jefferson,montana,11401,93.6,33.5,59284,6.9,254,1488
judith basin,montana,2024,92.6,27.3,40046,1.1,51,162
lake,montana,28986,89.9,25.5,38268,19.3,773,5038
lewis and clark,montana,64876,94.9,36.8,53053,18.3,2152,23255
liberty,montana,2392,73.5,20.8,42674,1.6,64,321
lincoln,montana,19491,86.8,17.2,32012,5.4,620,3645
madison,montana,7733,93.3,33.2,45242,2.1,347,1217
mccone,montana,1701,93.7,19.9,50774,0.7,57,378
meagher,montana,1924,85.9,16.7,33846,0.8,68,267
mineral,montana,4167,84.1,12.4,36261,3.5,113,870
missoula,montana,110977,93.7,38.1,43895,42.1,4081,46175
musselshell,montana,4665,86.9,15.1,38669,2.4,114,758
park,montana,15567,90.8,29.3,41232,5.6,744,4239
petroleum,montana,511,92.2,8.8,38162,0.3,15,49
phillips,montana,4128,90.2,17.5,38958,0.8,143,912
pondera,montana,6165,88.1,20.4,38852,3.8,181,1363
powder river,montana,1763,91.2,14.8,39091,0.5,79,319
powell,montana,7096,90.6,19.7,41347,3,160,988
prairie,montana,1157,85.4,14.5,34440,0.7,39,163
ravalli,montana,40617,92.1,25,43512,16.8,1352,8459
richland,montana,10810,87.2,15.9,57413,4.7,502,4854
roosevelt,montana,10927,86.2,15.8,37807,4.4,202,1816
rosebud,montana,9396,89.3,17,44449,1.8,193,2606
sanders,montana,11408,87.1,16.5,30368,4.1,341,1964
sheridan,montana,3580,91.4,19.6,42148,2,160,862
silver bow,montana,34403,90.2,22.5,40030,47.6,1120,13069
stillwater,montana,9195,92.3,21.4,56652,5.1,244,2521
sweet grass,montana,3605,91.9,26.5,41913,2,157,933
teton,montana,6053,87.7,24.9,40811,2.7,181,1127
toole,montana,5220,88.3,17.9,44688,2.8,197,1514
treasure,montana,736,88.1,25.5,38571,0.7,20,76
valley,montana,7505,88.7,15.2,44641,1.5,265,2138
wheatland,montana,2104,82.7,17,32331,1.5,55,329
wibaux,montana,1057,82.4,14.5,43417,1.1,37,206
yellowstone,montana,151882,91.8,29.3,50185,56.2,5384,66078
adams,nebraska,31459,89.4,22.4,47469,55.7,953,12845
antelope,nebraska,6545,91.5,15.5,40474,7.8,219,1396
arthur,nebraska,486,95.2,21.9,43194,0.6,12,67
banner,nebraska,760,92.3,23.5,27167,0.9,6,
blaine,nebraska,514,96.7,14.3,39688,0.7,9,
boone,nebraska,5417,92.1,12.8,41691,8,194,1606
box butte,nebraska,11317,89.2,21.1,44118,10.5,314,2980
boyd,nebraska,2054,89,13.7,37375,3.9,73,368
brown,nebraska,3023,90.1,17.8,29856,2.6,140,842
buffalo,nebraska,47463,92.4,31.5,49851,47.6,1518,21204
burt,nebraska,6659,90.5,18.6,45813,14,206,1230
butler,nebraska,8295,90.5,15.5,48804,14.4,206,2087
cass,nebraska,25133,93.9,23.7,63608,45.3,525,3289
cedar,nebraska,8746,91.1,16.1,42857,12,306,1814
chase,nebraska,4064,90.1,15.9,40465,4.4,145,1072
cherry,nebraska,5727,91.4,22.9,41929,1,215,1747
cheyenne,nebraska,10068,94.4,26.3,50143,8.4,286,4626
clay,nebraska,6411,89.1,16.8,45590,11.4,184,1136
colfax,nebraska,10653,71.2,12.7,46685,25.5,251,3483
cuming,nebraska,9072,87.7,17.6,46847,16,353,2614
custer,nebraska,10740,92.3,19.1,43657,4.2,380,2540
dakota,nebraska,20918,73,10.8,43294,79.5,431,10937
dawes,nebraska,9152,90.6,37.2,36396,6.6,292,2302
dawson,nebraska,24220,75.9,15.4,45038,24,693,9232
deuel,nebraska,1972,90.4,18.1,37500,4.4,60,351
dixon,nebraska,5918,85.7,15.1,44840,12.6,112,1007
dodge,nebraska,36427,85.2,17.3,44744,69.4,1008,14387
douglas,nebraska,531265,89.9,35.7,52929,1574.4,14761,302633
dundy,nebraska,2021,93.3,21.7,40278,2.2,65,352
fillmore,nebraska,5771,93.3,16.8,44031,10.2,215,1523
franklin,nebraska,3188,91.3,16.5,40556,5.6,73,434
frontier,nebraska,2741,94,19.4,47552,2.8,73,482
furnas,nebraska,4907,86.7,17.2,38650,6.9,178,1436
gage,nebraska,21806,90.9,19.7,45573,26.2,642,6825
garden,nebraska,1953,91.2,19.9,35861,1.2,51,376
garfield,nebraska,2007,90.9,13.3,38973,3.6,93,602
gosper,nebraska,2029,95,16.3,42875,4.5,66,241
grant,nebraska,629,93.4,15.5,39531,0.8,32,101
greeley,nebraska,2458,92.1,14.9,42396,4.5,69,406
hall,nebraska,60345,83.4,16.6,47469,107.3,1824,30143
hamilton,nebraska,9011,94,22.3,54980,16.8,298,2501
harlan,nebraska,3410,91,17.5,45396,6.2,96,613
hayes,nebraska,953,89.4,14.8,45536,1.4,20,53
hitchcock,nebraska,2887,90.2,12.8,36920,4.1,67,427
holt,nebraska,10396,90.1,16.6,46292,4.3,419,3191
hooker,nebraska,727,94.1,26.5,39125,1,31,109
howard,nebraska,6336,90.8,15.5,46358,11,143,960
jefferson,nebraska,7521,89.5,13.6,42979,13.2,231,2473
johnson,nebraska,5140,86,11.1,43643,13.9,124,885
kearney,nebraska,6485,92,25.5,54611,12.6,167,1869
keith,nebraska,8220,89.2,19.7,42705,7.9,354,2623
keya paha,nebraska,804,92,14.4,38125,1.1,26,
kimball,nebraska,3783,88.4,19.8,43191,4,127,1015
knox,nebraska,8573,88.1,17.7,38965,7.9,252,1549
lancaster,nebraska,293407,93.4,35.9,51059,340.8,7779,125461
lincoln,nebraska,36099,92.2,19.2,49521,14.2,1041,11273
logan,nebraska,765,96.8,19.8,45625,1.3,21,96
loup,nebraska,589,92.3,14.7,36250,1.1,11,
madison,nebraska,35031,86.9,20.9,45077,60.9,1289,17985
mcpherson,nebraska,509,91.6,22.7,57917,0.6,4,10
merrick,nebraska,7780,89.9,14.7,49262,16.2,232,1627
morrill,nebraska,4889,85.2,21.3,42075,3.5,113,677
nance,nebraska,3715,87.7,12.7,43399,8.5,96,479
nemaha,nebraska,7154,91.4,23.6,41424,17.8,195,1435
nuckolls,nebraska,4438,92,13,32444,7.8,172,1212
otoe,nebraska,15747,89.7,22.2,50000,25.6,476,5905
pawnee,nebraska,2765,89.5,13.7,44477,6.4,69,574
perkins,nebraska,2931,93,18,52266,3.4,118,791
phelps,nebraska,9215,93.3,22.1,44570,17,333,3566
pierce,nebraska,7166,91,14.5,51205,12.7,212,1417
platte,nebraska,32681,90,17.6,51273,47.8,1023,15345
polk,nebraska,5320,91.8,16.1,50298,12.3,145,871
red willow,nebraska,10975,92.2,20.4,42627,15.4,418,3889
richardson,nebraska,8290,91.2,15.4,39512,15.2,260,1750
rock,nebraska,1376,92.2,22.1,39977,1.5,46,325
saline,nebraska,14557,83.8,14.1,45347,24.7,292,6035
sarpy,nebraska,165853,94.6,35.5,69018,664.6,3098,40331
saunders,nebraska,20823,93.1,22.8,58348,27.7,507,3371
scotts bluff,nebraska,36964,86.5,19.6,40939,50,1093,12226
seward,nebraska,16935,92.4,26.5,59088,29.3,429,5240
sheridan,nebraska,5319,90.2,21.2,34588,2.2,172,1018
sherman,nebraska,3108,87.5,15.8,41250,5.6,80,551
sioux,nebraska,1315,94.6,24.7,42386,0.6,15,
stanton,nebraska,6089,92,14.1,49236,14.3,110,
thayer,nebraska,5134,89,16.9,43198,9.1,206,1772
thomas,nebraska,676,93.3,18.7,51375,0.9,25,196
thurston,nebraska,7020,85.5,13.3,39568,17.6,112,1259
valley,nebraska,4229,91.5,18.4,42897,7.5,175,1273
washington,nebraska,20252,93.4,27.4,64737,51.9,530,5881
wayne,nebraska,9554,92,29.1,46418,21.7,239,2957
webster,nebraska,3725,90.3,16.5,38538,6.6,76,607
wheeler,nebraska,805,96.6,23.5,39653,1.4,16,96
york,nebraska,13746,91.1,22.4,48655,23.9,501,6015
carson city,nevada,54838,87.1,21,54235,382.1,2067,21836
churchill,nevada,24375,88.4,17.8,52589,5,512,4939
clark,nevada,2000759,83.5,22,55961,247.3,39343,730747
douglas,nevada,46996,92,25.3,60383,66.2,1540,15740
elko,nevada,51216,84.7,16.1,69459,2.8,1065,18971
esmeralda,nevada,775,80.5,16.2,29438,0.2,17,119
eureka,nevada,2001,88.2,22.6,61908,0.5,41,
humboldt,nevada,17048,81.6,13.4,54943,1.7,396,6525
lander,nevada,5941,77.6,13,69814,1.1,83,1245
lincoln,nevada,5405,85.6,16.4,42662,0.5,86,610
lyon,nevada,51327,85.2,13.8,46598,26,729,8395
mineral,nevada,4653,86,7.8,31108,1.3,63,488
nye,nevada,42963,80.6,10.6,39740,2.4,638,6923
pershing,nevada,6749,80.6,12.4,56473,1.1,74,945
storey,nevada,3935,91.6,18.1,59386,15.3,89,345
washoe,nevada,429908,86.5,27,55813,66.9,11540,163576
white pine,nevada,10042,85.3,13,49812,1.1,204,2458
belknap,new hampshire,60327,89.8,28.2,56921,150.1,1788,20765
carroll,new hampshire,47567,91.1,29.7,50555,51.4,1820,17152
cheshire,new hampshire,76851,90,30.2,55241,109.1,1907,27870
coos,new hampshire,32096,84.5,16.4,41087,18.4,891,9606
grafton,new hampshire,89181,91,36,53000,52.2,2896,48525
hillsborough,new hampshire,402922,90.5,34.6,70591,457.4,10635,176356
merrimack,new hampshire,146761,91.8,33.4,65722,156.8,4060,58812
rockingham,new hampshire,297820,93.9,36.8,77470,425,9322,124294
strafford,new hampshire,124119,90.3,30.2,59082,333.7,2476,35146
sullivan,new hampshire,43074,90.1,25.8,51678,81.4,974,10768
atlantic,new jersey,275422,84.2,23.2,55222,494.1,6408,111036
bergen,new jersey,918888,91,45.1,83443,3884.5,30997,412514
burlington,new jersey,451336,91.4,33.9,77798,561.9,10330,173807
camden,new jersey,513539,85.9,28.2,61824,2321.5,11621,167467
cape may,new jersey,96304,88.9,27.1,55315,386.9,3801,24667
cumberland,new jersey,157785,76.7,14,52004,324.4,2923,44881
essex,new jersey,787744,82.4,31.7,55876,6211.5,18681,288475
gloucester,new jersey,289586,90,27.4,74830,895.3,5780,84157
hudson,new jersey,652302,81.1,35.3,57660,13731.4,12645,204041
hunterdon,new jersey,127050,94,48,103879,300,3853,44265
mercer,new jersey,368303,87.1,38,73883,1632.2,9615,177336
middlesex,new jersey,823041,88.6,38.9,78622,2621.6,21095,361453
monmouth,new jersey,629384,91.6,39.6,83842,1344.7,18625,217076
morris,new jersey,497999,93.1,49,98148,1069.8,16622,272926
ocean,new jersey,580470,89.2,24.5,60712,917,11715,123710
passaic,new jersey,502885,81.7,25.4,56299,2715.3,11550,147536
salem,new jersey,65774,85.7,18.5,57174,199.1,1174,18222
somerset,new jersey,327707,93,50.2,98842,1071.7,9677,175150
sussex,new jersey,147442,93.4,31.6,84860,287.6,3316,30616
union,new jersey,543976,85,31.6,68688,5216.1,13497,202461
warren,new jersey,107653,89.5,29.2,72615,304.5,2467,28069
bernalillo,new mexico,673460,86.6,31.6,48231,570.8,15756,239337
catron,new mexico,3658,86.8,18.8,37857,0.5,61,385
chaves,new mexico,65784,76.4,16.4,37293,10.8,1419,16653
cibola,new mexico,27334,77.4,9.2,36020,6,339,5763
colfax,new mexico,13223,86.5,19.6,38012,3.7,472,3847
curry,new mexico,49938,81.4,19.2,40397,34.4,1069,12759
de baca,new mexico,1927,77.1,20,33714,0.9,52,265
dona ana,new mexico,214445,76.1,25.5,37223,55,3630,49011
eddy,new mexico,54419,80.6,15.7,47725,12.9,1262,20150
grant,new mexico,29388,85.2,24.5,36925,7.4,654,6877
guadalupe,new mexico,4603,77.8,7.8,26152,1.5,101,1087
harding,new mexico,707,88.4,16.3,30208,0.3,10,
hidalgo,new mexico,4794,79.4,16.6,35532,1.4,90,738
lea,new mexico,66338,72.5,13.8,46781,14.7,1589,21588
lincoln,new mexico,20309,86.5,24.9,44557,4.2,708,5106
los alamos,new mexico,18159,98.6,63.9,104914,164.4,366,
luna,new mexico,25041,69.8,14,30921,8.5,410,4492
mckinley,new mexico,73016,71,11,31947,13.1,992,16063
mora,new mexico,4705,86.8,14.6,39792,2.5,48,299
otero,new mexico,66041,84.2,17.6,38588,9.6,1003,12504
quay,new mexico,8769,78.3,14.9,29772,3.1,238,1979
rio arriba,new mexico,40318,78,16.1,40232,6.9,593,6620
roosevelt,new mexico,20419,79.1,21.4,35841,8.1,342,3980
san juan,new mexico,128529,80.7,15.2,49024,23.6,2833,37637
san miguel,new mexico,28891,82.3,21.6,32332,6.2,444,5580
sandoval,new mexico,135588,90.2,28.3,57651,35.5,1598,24934
santa fe,new mexico,146375,86.8,39.6,53698,75.5,4714,45353
sierra,new mexico,11895,84.7,18.8,28373,2.9,223,2598
socorro,new mexico,17603,77.8,21.1,34148,2.7,243,2885
taos,new mexico,32779,88.4,29.2,36205,15,1121,8670
torrance,new mexico,16021,81.6,12.5,32435,4.9,230,1748
union,new mexico,4431,82.2,17.2,42230,1.2,123,976
valencia,new mexico,76631,81.4,16.2,41388,71.8,882,10712
albany,new york,305455,91.1,37.8,57715,581.9,9436,168868
allegany,new york,48357,87.9,17.4,41900,47.6,793,12128
bronx,new york,1408473,69.2,17.9,34744,32903.6,16404,228384
broome,new york,198060,88.7,25.7,45619,284.2,4304,71499
cattaraugus,new york,79458,87.4,17.5,42754,61.4,1677,24230
cayuga,new york,79552,85,18.3,50140,115.7,1626,19542
chautauqua,new york,133539,86.9,20.5,41432,127.2,2924,41724
chemung,new york,88911,87.9,20.8,46589,218.1,1834,33442
chenango,new york,49933,86,17.5,44662,56.5,956,11621
clinton,new york,81654,84.1,21.5,49260,79.1,1909,25840
columbia,new york,62499,87.5,28.4,56185,99.4,1675,15072
cortland,new york,49474,89.6,24,45956,98.9,1031,15675
