Zip,Median,Pop
32068,52497,42973
32071,34047,3671
32072,43913,324
32073,58012,38920
32079,65179,433
32080,52825,20165
32081,64656,4524
32082,97800,28996
32083,13854,1342
32084,37579,27274
32086,49689,24546
32087,45142,5518
32091,27394,9797
32092,80960,28242
32094,36941,2540
32095,58494,7302
32096,31391,2620
32097,56242,15616
32102,35910,2565
32110,43824,7600
32112,29545,7713
32113,41954,6627
32114,25454,32084
32117,33489,24170
32118,44206,16961
32119,39228,20189
32124,65868,5986
32127,51859,29413
32128,71113,16910
32129,40570,20104
32130,42046,5474
32131,49191,4701
32132,39360,7265
32133,42780,137
32134,36053,8084
32136,50734,7080
32137,47694,35413
32139,27249,1129
32140,46480,1741
32141,47440,17603
32145,38148,5456
32147,42336,593
32148,37477,11201
32157,34175,407
32159,42451,28867
32162,53356,45180
32164,47062,41616
32168,47190,23642
32169,56489,9816
32174,51232,47552
32176,46550,14339
32177,29934,23128
32179,35732,8156
32180,41601,4218
32181,34469,2551
32187,40114,1713
32189,33336,5807
32190,40945,1170
32193,38900,825
32195,45821,3328
32202,12082,7915
32204,32458,6906
32205,40722,28225
32206,26239,17107
32207,43304,33306
32208,29084,25958
32209,23838,34305
32210,48917,59080
32211,43766,30501
32212,35500,1959
32216,49681,34876
32217,56748,18817
32218,52036,53473
32219,49568,11886
32220,49868,12946
32221,54517,27918
32222,55409,8691
32223,80777,23980
32224,62346,38934
32225,69859,52485
32226,70998,15761
32227,42674,2149
32228,42674,314
32233,54349,23673
32234,40876,5715
32244,49429,57369
32246,56683,48789
32250,59844,25356
32254,31642,13570
32256,60486,38483
32257,54405,36430
32258,80372,26759
32259,100324,36917
32266,61175,7037
32277,49284,29517
32301,32905,29321
32303,45390,47359
32304,14507,36661
32305,37011,20073
32308,60887,21586
32309,80148,30159
32310,33187,17402
32311,64653,17493
32312,92630,31869
32317,89453,14067
32320,29797,3858
32321,39017,6258
32322,6061,576
32324,33635,5445
32327,53887,25198
32328,41388,3149
32330,42552,804
32331,42518,4242
32332,31178,1642
32333,42887,11330
32336,40716,1391
32340,34641,11808
32343,46445,3044
32344,41285,13193
32347,40194,8057
32348,35483,12442
32350,43810,1417
32351,30073,17486
32352,34750,6638
32355,63438,312
32356,40651,129
32359,38469,1721
32361,39861,252
32399,33571,2
32401,35777,22647
32403,44676,2995
32404,50703,38425
32405,51314,29980
32407,49268,9347
32408,58218,15352
32409,44291,8691
32410,44856,740
32413,52248,13128
32420,41087,2144
32421,37144,4497
32423,41976,1264
32424,28077,7994
32425,26125,11384
32426,30421,942
32427,40347,1475
32428,32126,15851
32430,39034,1199
32431,33578,4903
32432,41042,89
32433,26980,11815
32435,36219,6636
32437,36518,679
32438,40967,4060
32439,43240,7715
32440,29390,6487
32442,39714,3699
32443,42572,2921
32444,62142,18985
32445,41849,2644
32446,46717,11075
32447,22467,78
32448,29549,8684
32449,39034,478
32455,34099,4736
32456,43593,6966
32459,59932,11457
32460,35893,5856
32461,61301,13
32462,37282,3412
32463,38328,114
32464,33659,3994
32465,4481,895
32466,47500,5641
32501,27408,11160
32502,21790,2265
32503,45680,32011
32504,52600,21441
32505,30051,28213
32506,41791,33846
32507,47583,28996
32508,56528,5852
32509,45120,660
32511,39758,1145
32514,46970,37399
32526,50586,36297
32530,60365,38
32531,332,40
32533,58363,26493
32534,46493,14029
32535,35170,6326
32536,54719,19709
32539,52265,24570
32541,64760,15565
32542,42302,3457
32544,53579,1818
32547,50982,32485
32548,49868,19343
32550,63310,5867
32561,78898,7899
32563,59331,22406
32564,6816,449
32565,48010,5719
32566,60502,33671
32567,25071,2025
32568,50367,3122
32569,55452,11235
32570,46920,28817
32571,59658,28881
32577,50234,4625
32578,75180,30108
32579,64267,9997
32580,41106,3662
32583,46907,25586
32601,20694,18585
32603,19165,6741
32605,57981,22925
32606,59247,21833
32607,41384,29750
32608,41825,45842
32609,35994,18756
32612,15999,5458
32615,55110,14295
32616,47480,872
32617,41860,4109
32618,56895,7732
32619,37130,4730
32621,34436,5584
32622,44464,1294
32625,41095,1838
32626,31892,8133
32628,34501,4850
32631,52294,291
32639,41099,397
32640,38205,10510
32641,30112,14291
32643,49573,10936
32648,32908,437
32653,54685,12844
32656,45669,14014
32658,47859,308
32664,44837,510
32666,42631,5916
32667,37925,3008
32668,39671,4836
32669,54530,11623
32680,32084,10223
32681,44837,136
32683,41099,151
32686,22952,2560
32692,32908,295
32693,37655,12154
32694,57239,2142
32696,33893,11019
32697,41897,253
32701,47437,21577
32702,35618,2705
32703,50494,46207
32707,54199,35335
32708,72288,42012
32709,60619,2566
32712,66333,41769
32713,58094,19491
32714,53640,34862
32720,44250,29700
32724,45176,31826
32725,47616,44905
32726,45038,20029
32730,44515,5354
32732,61146,5589
32735,42443,3903
32736,54398,9736
32738,53264,43830
32744,61199,3588
32746,77474,40571
32750,67657,22713
32751,69952,19928
32754,48939,11313
32757,47445,23746
32759,43021,2871
32763,39436,21263
32764,55298,3120
32765,70080,56349
32766,86516,15698
32767,35038,2622
32771,50845,48039
32773,52189,28787
32776,61328,10262
32778,41423,18617
32779,89383,27556
32780,48190,34628
32784,44067,11432
32789,73938,24557
32792,45746,46914
32796,46691,20139
32798,41111,2550
32801,27799,8799
32803,55839,17564
32804,57794,17312
32805,27620,21810
32806,53833,24820
32807,40232,31465
32808,36308,46334
32809,42158,26773
32810,45750,32210
32811,36317,35825
32812,45654,32844
32814,63540,6151
32817,46429,35105
32818,45625,43911
32819,80419,24976
32820,59741,7974
32821,47245,21423
32822,42768,53029
32824,49416,37401
32825,55274,53024
32826,49458,29347
32827,73291,6362
32828,67869,57881
32829,62844,17822
32830,61087,26
32831,67206,2542
32832,78229,13787
32833,60302,9241
32835,58298,39633
32836,97804,16647
32837,60997,51219
32839,37614,50279
32901,35729,24521
32903,67158,12869
32904,52170,26710
32905,36827,22084
32907,50372,41870
32908,46536,10892
32909,46458,30120
32920,44849,9841
32922,28512,14916
32925,41279,1222
32926,48636,22752
32927,56601,28092
32931,51372,13567
32934,68358,17338
32935,42020,39082
32937,60060,24969
32940,72285,31999
32948,39370,6773
32949,62327,2248
32950,67886,3982
32951,67947,10673
32952,72210,19881
32953,55261,22754
32955,61354,36374
32958,47165,25366
32960,38037,20037
32962,47741,22716
32963,106733,14911
32966,43678,15626
32967,43225,19518
32968,62291,12830
32970,44615,303
32976,32253,9079
33001,61181,315
33004,43263,15588
33009,35776,39341
33010,26222,46187
33012,34886,72248
33013,35500,33852
33014,43858,40654
33015,55002,63544
33016,43898,45342
33018,55132,46117
33019,71241,15107
33020,37025,41329
33021,57047,45921
33023,45677,63576
33024,50813,63916
33025,53552,59039
33026,77597,28498
33027,74988,57663
33028,96258,26696
33029,96743,45235
33030,37128,34110
33031,63822,5859
33032,42910,34088
33033,43387,48064
33034,30562,18610
33035,49203,13497
33036,62026,3035
33037,46276,10311
33039,46496,122
33040,52705,32871
33042,74753,5829
33043,56343,4313
33050,51126,8922
33051,60900,796
33054,27113,29058
33055,46438,43194
33056,43022,35059
33060,41711,32154
33062,53573,23948
33063,47338,51019
33064,43648,51946
33065,54382,51921
33066,41051,15760
33067,98652,26458
33068,46290,49824
33069,35145,25700
33070,57171,5344
33071,78540,36964
33073,63105,29168
33076,112649,29751
33109,76056,594
33122,33542,1
33125,26946,52677
33126,35901,46867
33127,24838,28909
33128,23234,7558
33129,64143,13833
33130,27499,26108
33131,70421,14917
33132,50556,8722
33133,69702,31926
33134,64887,37456
33135,22452,36066
33136,21347,13790
33137,40441,19410
33138,44342,27571
33139,48799,38554
33140,86562,21210
33141,40148,35249
33142,24024,52599
33143,63639,31407
33144,37633,26903
33145,37118,29758
33146,75696,10444
33147,29739,46933
33149,111097,12375
33150,27809,27811
33154,65690,13971
33155,53543,43773
33156,104687,31315
33157,64221,63226
33158,121193,6694
33160,55814,40053
33161,37580,53710
33162,43065,43539
33165,45187,56149
33166,53922,23038
33167,33508,18846
33168,42403,25792
33169,49826,39353
33170,44645,12253
33172,41505,37664
33173,62609,33141
33174,37893,32524
33175,59884,53206
33176,72690,50170
33177,57246,53191
33178,67121,35954
33179,49898,41332
33180,69592,30840
33181,41762,18413
33182,34477,8758
33183,57133,35949
33184,57548,21075
33185,77351,27189
33186,69664,67137
33187,76225,16315
33189,55280,23828
33190,44313,11593
33193,55287,46044
33194,70952,7742
33196,69504,43620
33301,73186,14586
33304,54014,17724
33305,56996,11927
33306,67282,3397
33308,60083,28217
33309,49355,33705
33311,32842,63786
33312,47575,49343
33313,36694,56039
33314,43157,21885
33315,52881,12153
33316,65603,10044
33317,64226,35372
33319,38898,44420
33321,44102,44327
33322,56266,37858
33323,80944,18929
33324,63302,42847
33325,81107,27570
33326,81641,31257
33327,118985,22658
33328,78546,27415
33330,101524,14107
33331,98601,23204
33332,118783,11179
33334,48040,28749
33351,60103,32890
33401,39186,24879
33403,44632,12042
33404,35512,27489
33405,47210,19155
33406,54032,26312
33407,40706,29659
33408,68047,16921
33409,42495,29140
33410,70319,32570
33411,68253,65240
33412,82336,14414
33413,50966,15162
33414,80792,53718
33415,39845,44963
33417,37258,29156
33418,79956,36004
33426,52310,20082
33428,67407,38548
33430,26743,16771
33431,69728,16066
33432,61740,18715
33433,63029,41722
33434,74019,19260
33435,41440,32104
33436,52095,41896
33437,55258,35938
33438,24239,459
33440,37778,19743
33441,37992,24632
33442,49528,28075
33444,47514,20221
33445,50866,29754
33446,77684,22088
33449,94804,10817
33455,57684,19980
33458,71648,49396
33460,40151,30790
33461,40586,40748
33462,48565,30879
33463,56865,53766
33467,71921,48808
33469,72055,14449
33470,81965,26551
33471,40505,6818
33472,74169,19100
33473,133438,6265
33476,27934,7669
33477,75785,13074
33478,93877,12704
33480,109313,9549
33483,63886,12093
33484,39886,23443
33486,70153,21720
33487,48343,11238
33493,30547,4926
33496,97412,20969
33498,90448,14557
33503,39153,108
33510,54190,27610
33511,58683,52003
33513,30902,10016
33514,38568,1811
33521,39735,599
33523,36276,15931
33525,49241,18439
33527,46483,15203
33534,44515,12839
33538,33599,4789
33540,40028,8752
33541,39520,19759
33542,33082,20824
33543,71952,21898
33544,63337,22800
33545,67565,13996
33547,86944,19813
33548,82972,5802
33549,64128,13580
33556,91370,22015
33558,83596,20064
33559,52417,14070
33563,41082,25488
33565,52244,17975
33566,52825,19522
33567,47886,11505
33569,73263,23074
33570,47578,20758
33572,74868,14117
33573,46389,19172
33576,62733,3784
33578,56176,36693
33579,66041,25723
33584,55865,25392
33585,41974,1058
33592,38548,9979
33594,66706,32677
33596,90451,29283
33597,29889,6680
33598,41551,13665
33602,63003,11515
33603,33826,19100
33604,36667,35485
33605,28373,17073
33606,59361,17746
33607,32323,23541
33609,70552,15999
33610,33449,39222
33611,57154,29478
33612,32030,42513
33613,30744,31379
33614,35661,46449
33615,44069,43453
33616,46124,13560
33617,36678,39221
33618,63715,25570
33619,38763,34581
33621,51346,1643
33624,60767,37457
33625,58402,24645
33626,91546,27557
33629,96328,23638
33634,47289,20225
33635,54517,15726
33637,44431,15351
33647,73822,55031
33701,29174,15014
33702,47903,29664
33703,61042,23680
33704,58710,16098
33705,36350,26435
33706,56673,15901
33707,44929,24599
33708,49940,15447
33709,36881,26023
33710,50761,32780
33711,32960,14015
33712,37806,24960
33713,44885,29812
33714,34642,18531
33715,74680,7407
33716,44507,15424
33744,35250,148
33755,36460,26146
33756,40571,31275
33759,45846,17820
33760,37686,15133
33761,55590,18167
33762,52956,8499
33763,42036,17887
33764,50947,24045
33765,42814,13275
33767,63893,8007
33770,41496,25281
33771,42392,29839
33772,49982,22981
33773,46005,16826
33774,49976,17712
33776,67244,12402
33777,52277,17140
33778,46231,14263
33781,41868,25922
33782,43491,20850
33785,67926,5533
33786,81648,1669
33801,36716,33741
33803,45360,27094
33805,36814,23153
33809,55977,28929
33810,50062,44254
33811,53871,20980
33812,64171,13166
33813,71222,31698
33815,31705,14267
33823,46981,28874
33825,30363,22373
33827,40902,3036
33830,45207,27542
33834,35245,7448
33837,47786,20234
33838,36878,3515
33839,43575,2756
33841,43851,8722
33843,37251,11093
33844,35408,33804
33847,42431,227
33848,45518,851
33849,52412,856
33850,41969,7519
33851,32768,907
33852,36849,21790
33853,31920,11161
33854,33024,194
33855,33024,43
33856,33024,487
33857,40199,1728
33859,39777,10582
33860,50102,22886
33865,46096,786
33867,40852,106
33868,51074,11720
33870,31944,20577
33872,39559,14158
33873,39471,14742
33875,43396,11082
33876,33375,4967
33877,33995,276
33880,41370,37798
33881,36860,29345
33884,55057,28763
33890,38544,5060
33896,51083,6238
33897,53618,14117
33898,38352,15355
33901,39960,19500
33903,41819,20776
33904,48282,30613
33905,45184,31203
33907,39647,22138
33908,54892,38251
33909,46313,23119
33912,62545,15392
33913,77909,17103
33914,60411,35848
33916,28737,20134
33917,45923,28666
33919,59631,27837
33920,57416,4947
33921,61407,1720
33922,43770,4055
33924,77188,761
33928,66096,20830
33930,29032,1075
33931,52833,10005
33935,38633,20383
33936,42712,18994
33944,37101,298
33945,77188,57
33946,51380,2125
33947,51331,8180
33948,45803,15958
33950,53939,20699
33952,39942,28382
33953,46211,5522
33954,49074,9290
33955,56669,10060
33956,44710,3776
33957,88297,6469
33960,26694,854
33965,66786,1648
33966,61941,8251
33967,58254,22799
33971,52896,19730
33972,51293,10880
33973,46108,10798
33974,46869,11982
33976,50657,12534
33980,42279,10322
33981,45647,9534
33982,45487,9176
33983,48205,13954
33990,49485,28173
33991,57586,18010
33993,51787,20628
34101,50954,10
34102,92359,10460
34103,81603,12150
34104,49667,23691
34105,70733,13933
34108,76119,16874
34109,63843,23338
34110,68884,20762
34112,48696,27002
34113,50938,17971
34114,49948,13653
34116,42474,30005
34117,70426,14250
34119,79665,25756
34120,59962,26147
34134,79035,14112
34135,56878,37315
34137,55015,227
34138,55015,359
34139,55015,561
34140,75900,273
34141,53966,226
34142,28720,27304
34145,75758,16407
34201,73628,3682
34202,92436,19816
34203,46711,34862
34205,41773,29656
34207,33378,29728
34208,39414,33121
34209,55013,31816
34210,45942,15916
34211,76827,2775
34212,78722,15146
34215,46365,768
34216,60354,1503
34217,54713,5007
34219,69969,17135
34221,41828,39457
34222,42837,11952
34223,43677,16875
34224,44096,15394
34228,107585,6888
34229,69449,7192
34231,45297,30268
34232,53938,30969
34233,53963,16653
34234,33313,19788
34235,50873,13640
34236,42185,8139
34237,34823,16304
34238,66460,17500
34239,51568,15038
34240,81894,11501
34241,72996,13590
34242,71761,8865
34243,54904,26115
34251,63084,6351
34266,36118,31055
34268,34655,220
34269,40280,3615
34275,55889,16245
34285,44537,17599
34286,52732,17970
34287,41157,23859
34288,52953,10856
34289,52953,2199
34291,49209,7125
34292,55188,13516
34293,48307,33001
34420,38188,16287
34428,39631,9109
34429,36910,8563
34431,38250,7815
34432,41051,12273
34433,47076,6647
34434,42360,8191
34436,38238,7938
34442,33740,10754
34445,36810,44
34446,36984,16326
34448,34558,10797
34449,33527,2809
34450,35721,10293
34452,33995,11919
34453,32944,10112
34461,39148,9189
34465,38417,14562
34470,35623,17838
34471,46466,25152
34472,40161,25968
34473,39408,17029
34474,41406,16062
34475,28751,12177
34476,43603,20862
34479,41577,13032
34480,51132,19068
34481,38895,17536
34482,38331,21612
34484,41246,3069
34488,35473,10291
34491,44483,27454
34498,32326,513
34601,39970,22336
34602,38387,6279
34604,58616,10003
34606,37494,26208
34607,47602,8133
34608,39687,31099
34609,51008,37129
34610,45295,12907
34613,39976,17814
34614,47995,6692
34637,60922,6297
34638,65309,20048
34639,69213,24092
34652,33619,24147
34653,35715,30756
34654,46307,21716
34655,62857,38464
34661,43625,297
34667,34631,29856
34668,33118,42619
34669,41553,12648
34677,66583,20842
34681,56488,1294
34683,61582,31268
34684,50248,25847
34685,76039,17286
34688,90557,7274
34689,48951,26132
34690,36781,13137
34691,41631,21079
34695,62374,17496
34698,47118,37240
34705,54648,2500
34711,61923,51847
34714,44468,14685
34715,56425,15455
34731,43193,10815
34734,58923,3835
34736,49966,13961
34737,56553,2523
34739,51199,793
34741,37275,40828
34743,42955,33632
34744,48361,44142
34746,51425,35022
34747,73257,13340
34748,42314,38246
34753,47267,5353
34756,66381,3006
34758,46659,30879
34759,43788,30167
34760,47270,875
34761,63768,37500
34762,45723,622
34769,47530,21399
34771,57832,14280
34772,53788,22770
34773,51324,2983
34785,21511,11009
34786,89067,28092
34787,69790,46083
34788,42986,17519
34797,48935,1293
34945,42562,5514
34946,31364,6025
34947,31408,12186
34949,53762,7103
34950,29042,15436
34951,42880,14115
34952,42992,38285
34953,54551,61494
34956,36094,9874
34957,46595,22257
34972,42764,20180
34974,39915,23661
34981,37693,4239
34982,38292,24544
34983,49735,38480
34984,51603,13764
34986,52239,23297
34987,82157,6118
34990,78859,27707
34994,39061,15967
34996,61654,10649
34997,57801,40405
35004,55416,10427
35005,48547,7942
35006,59241,3121
35007,66251,26225
35010,38331,20816
35013,44503,124
35014,34867,4546
35016,39177,16778
35019,41191,2117
35020,25591,27139
35022,67873,18888
35023,50529,25436
35031,41983,7933
35032,38259,66
35033,40186,3403
35034,33715,5541
35035,45027,1581
35036,52217,297
35040,60256,14965
35042,38786,5831
35043,73528,9234
35044,38443,7713
35045,36746,14870
35046,44808,5108
35049,46577,3996
35051,50230,8787
35052,40072,277
35053,31778,2617
35054,47426,4101
35055,36280,19427
35057,41269,12630
35058,41246,9936
35060,48162,414
35061,44151,1465
35062,45831,7944
35063,38913,3866
35064,31395,11458
35068,48955,7232
35070,38302,265
35071,57188,15661
35072,33276,5193
35073,47630,2382
35074,54081,93
35077,36855,13142
35078,48418,2082
35079,51082,8810
35080,77945,15881
35082,38462,7
35083,39094,3268
35085,43296,8933
35087,41864,2115
35089,33260,2238
35091,60206,2719
35094,47098,14212
35096,35966,7815
35097,46236,1748
35098,40285,1375
35111,69237,16140
35112,54338,801
35114,67122,7172
35115,39872,14118
35116,54040,4240
35117,57396,5367
35118,48315,3138
35119,44651,116
35120,52662,13842
