"subregion","region","pop","income","ufo2010","ufo2pop"
"autauga","alabama",55514,53899,2,3.60269481572216e-05
"baldwin","alabama",190790,51321,12,6.28963782168877e-05
"barbour","alabama",27201,34041,0,0
"bibb","alabama",22597,40506,1,4.42536619905297e-05
"blount","alabama",57826,45404,0,0
"bullock","alabama",10474,31955,0,0
"butler","alabama",20307,31273,0,0
"calhoun","alabama",117296,39467,9,7.67289592142955e-05
"chambers","alabama",34064,32186,0,0
"cherokee","alabama",26021,37833,1,3.84304984435648e-05
"chilton","alabama",43819,40418,1,2.28211506424154e-05
"choctaw","alabama",13633,32188,0,0
"clarke","alabama",25161,29668,1,3.97440483287628e-05
"clay","alabama",13435,35410,0,0
"cleburne","alabama",14832,38785,0,0
"coffee","alabama",51252,42065,4,7.80457348005931e-05
"colbert","alabama",54446,40247,1,1.83668221724277e-05
"conecuh","alabama",12981,27977,0,0
"coosa","alabama",10966,37191,0,0
"covington","alabama",37955,33544,5,0.000131734949282045
"crenshaw","alabama",14083,38041,1,7.1007597812966e-05
"cullman","alabama",80440,38703,11,0.00013674788662357
"dale","alabama",50444,45491,2,3.96479264134486e-05
"dallas","alabama",42864,26909,0,0
"de kalb","alabama",71080,36853,4,5.6274620146314e-05
"elmore","alabama",80629,54831,5,6.2012427290429e-05
"escambia","alabama",37994,31638,1,2.63199452545139e-05
"etowah","alabama",104392,37772,9,8.62135029504177e-05
"fayette","alabama",16983,33378,1,5.88824118235883e-05
"franklin","alabama",31761,35831,0,0
"geneva","alabama",26931,35237,0,0
"greene","alabama",8876,23004,0,0
"hale","alabama",15388,29236,0,0
"henry","alabama",17287,39948,2,0.000115693874009371
"houston","alabama",103402,41766,9,8.70389354171099e-05
"jackson","alabama",53019,36383,4,7.54446519172372e-05
"jefferson","alabama",660009,45750,40,6.06052341710492e-05
"lamar","alabama",14259,34711,0,0
"lauderdale","alabama",92542,39702,5,5.40295217306736e-05
"lawrence","alabama",33838,40009,4,0.000118210296116792
"lee","alabama",147257,42320,10,6.79084865235608e-05
"limestone","alabama",87654,47199,20,0.000228169849636069
"lowndes","alabama",10857,27905,1,9.21064750851985e-05
"macon","alabama",20535,29355,0,0
"madison","alabama",343080,57453,25,7.28693016206133e-05
"marengo","alabama",20401,35165,0,0
"marion","alabama",30327,31799,1,3.29739176311538e-05
"marshall","alabama",94776,38563,6,6.33071663712332e-05
"mobile","alabama",413936,42187,10,2.41583239921147e-05
"monroe","alabama",22602,29849,0,0
"montgomery","alabama",230149,44587,11,4.77951240283469e-05
"morgan","alabama",120395,45564,1,8.30599277378629e-06
"perry","alabama",10181,27222,0,0
"pickens","alabama",19405,29096,0,0
"pike","alabama",33182,31179,1,3.01368211681032e-05
"randolph","alabama",22675,35823,0,0
"russell","alabama",57820,33754,2,3.45901072293324e-05
"shelby","alabama",200941,68883,7,3.48360961675318e-05
"st clair","alabama",85237,49200,4,4.6927977286859e-05
"sumter","alabama",13427,21964,0,0
"talladega","alabama",81762,36609,1,1.22306205816883e-05
"tallapoosa","alabama",41168,39423,1,2.42907112320249e-05
"tuscaloosa","alabama",198596,43538,8,4.02827851517654e-05
"walker","alabama",66221,37161,4,6.04037993989822e-05
"washington","alabama",17109,40286,0,0
"wilcox","alabama",11431,23750,0,0
"winston","alabama",24108,32557,2,8.29600132736021e-05
"apache","arizona",73195,31011,16,0.000218594166268188
"cochise","arizona",132088,45906,14,0.000105989946096542
"coconino","arizona",136011,49615,28,0.000205865702038806
"gila","arizona",53144,37905,12,0.000225801595664609
"graham","arizona",37416,43083,7,0.000187085738721403
"greenlee","arizona",8802,49390,0,0
"maricopa","arizona",3942169,55099,713,0.000180864899500757
"mohave","arizona",203334,40573,69,0.000339343149694591
"navajo","arizona",107094,38975,16,0.000149401460399275
"pima","arizona",992394,46341,178,0.000179364244443235
"pinal","arizona",387365,51212,53,0.000136821860519149
"santa cruz","arizona",47303,38092,4,8.45612329027757e-05
"yavapai","arizona",212637,44084,87,0.000409147984593462
"yuma","arizona",200022,41441,53,0.000264970853206147
"arkansas","arkansas",18892,38986,0,0
"ashley","arkansas",21524,35657,0,0
"baxter","arkansas",41048,35589,8,0.000194893782888326
"benton","arkansas",232268,52159,23,9.90235417707131e-05
"boone","arkansas",37327,37703,3,8.03707771854154e-05
"bradley","arkansas",11397,32337,0,0
"calhoun","arkansas",5307,30625,1,0.000188430374976446
"carroll","arkansas",27610,36031,4,0.000144875045273452
"chicot","arkansas",11433,23954,0,0
"clark","arkansas",22936,32998,1,4.35995814440181e-05
"clay","arkansas",15684,31135,2,0.000127518490181076
"cleburne","arkansas",25808,38510,4,0.000154990700557967
"cleveland","arkansas",8627,34292,0,0
"columbia","arkansas",24473,36163,2,8.17227148285866e-05
"conway","arkansas",21287,31890,0,0
"craighead","arkansas",99735,40221,5,5.01328520579536e-05
"crawford","arkansas",61946,40409,12,0.000193717108449295
"crittenden","arkansas",50021,35264,5,9.99580176325943e-05
"cross","arkansas",17683,38432,1,5.6551490131765e-05
"dallas","arkansas",7987,30011,0,0
"desha","arkansas",12545,30786,0,0
"drew","arkansas",18743,32038,0,0
"faulkner","arkansas",118704,47649,1,8.42431594554522e-06
"franklin","arkansas",18045,34819,2,0.000110834026045996
"fulton","arkansas",12318,33281,1,8.11820100665693e-05
"garland","arkansas",96903,38210,10,0.000103195979484639
"grant","arkansas",17986,50927,0,0
"greene","arkansas",43163,39090,2,4.63359822069828e-05
"hempstead","arkansas",22373,34885,3,0.000134090198006526
"hot spring","arkansas",33394,38188,0,0
"howard","arkansas",13735,37146,3,0.000218420094648708
"independence","arkansas",37025,34878,7,0.000189061444969615
"izard","arkansas",13474,31865,1,7.42170105388155e-05
"jackson","arkansas",17600,31352,0,0
"jefferson","arkansas",74723,37682,2,2.67655206562906e-05
"johnson","arkansas",25901,31400,8,0.000308868383460098
"lafayette","arkansas",7447,30152,1,0.000134282261313281
"lawrence","arkansas",17012,32337,1,5.87820362097343e-05
"lee","arkansas",10216,25270,0,0
"lincoln","arkansas",14101,31480,0,0
"little river","arkansas",12919,38564,2,0.000154810743865624
"logan","arkansas",21983,38447,1,4.54896965837238e-05
"lonoke","arkansas",69839,51096,6,8.59118830452899e-05
"madison","arkansas",15645,35579,2,0.000127836369447108
"marion","arkansas",16568,34063,1,6.03573153066152e-05
"miller","arkansas",43634,40200,5,0.000114589540266764
"mississippi","arkansas",45562,34267,2,4.38962293139019e-05
"monroe","arkansas",7828,28306,0,0
"montgomery","arkansas",9340,34934,0,0
"nevada","arkansas",8925,38006,1,0.000112044817927171
"newton","arkansas",8086,29702,3,0.000371011625030918
"ouachita","arkansas",25396,33008,1,3.93762797290912e-05
"perry","arkansas",10339,42514,3,0.000290163458748428
"phillips","arkansas",20784,28225,1,4.81139337952271e-05
"pike","arkansas",11247,32457,0,0
"poinsett","arkansas",24307,31939,4,0.000164561648907722
"polk","arkansas",20471,32395,0,0
"pope","arkansas",62765,40325,16,0.000254919142834382
"prairie","arkansas",8458,36194,3,0.000354693781035706
"pulaski","arkansas",388953,45897,31,7.9701146411006e-05
"randolph","arkansas",17930,33072,5,0.000278862242052426
"saline","arkansas",111845,52982,4,3.57637802315705e-05
"scott","arkansas",11010,38910,0,0
"searcy","arkansas",8007,29384,1,0.000124890720619458
"sebastian","arkansas",127304,40680,20,0.000157104254383209
"sevier","arkansas",17177,35289,1,5.8217383710776e-05
"sharp","arkansas",17054,29590,0,0
"st francis","arkansas",27858,26360,0,0
"stone","arkansas",12663,31364,0,0
"union","arkansas",40867,37794,9,0.000220226588690141
"van buren","arkansas",17030,32906,1,5.87199060481503e-05
"washington","arkansas",211411,41474,22,0.000104062702508384
"white","arkansas",78493,41618,2,2.54799791064171e-05
"woodruff","arkansas",7100,27047,2,0.00028169014084507
"yell","arkansas",21932,37477,3,0.000136786430786066
"alameda","california",1554720,70821,169,0.000108701245240301
"alpine","california",1129,59018,0,0
"amador","california",37035,56180,1,2.70014850816795e-05
"butte","california",221539,42971,39,0.000176041238788656
"calaveras","california",44742,55256,9,0.000201153278798444
"colusa","california",21411,49558,3,0.000140114894213255
"contra costa","california",1079597,79135,99,9.17008846819693e-05
"del norte","california",28290,37588,6,0.000212089077412513
"el dorado","california",180561,68815,11,6.09212399133811e-05
"fresno","california",947895,46903,100,0.000105496916852605
"glenn","california",27992,43239,0,0
"humboldt","california",134827,40376,39,0.000289259569670763
"imperial","california",176948,39402,13,7.3467911476818e-05
"inyo","california",18495,49571,10,0.000540686672073533
"kern","california",856158,48021,67,7.82565834810864e-05
"kings","california",151364,48838,19,0.000125525223963426
"lake","california",63983,39525,16,0.000250066423893847
"lassen","california",33658,52484,1,2.97106185750787e-05
"los angeles","california",9962789,56266,815,8.18044023616279e-05
"madera","california",152218,47724,9,5.91257275749254e-05
"marin","california",256069,89605,38,0.000148397502235726
"mariposa","california",17905,49174,7,0.000390952247975426
"mendocino","california",87428,44527,24,0.00027451159811502
"merced","california",262305,43945,16,6.09976935247136e-05
"modoc","california",9327,35402,6,0.000643293663557414
"mono","california",14348,60469,6,0.000418176749372735
"monterey","california",426762,59737,17,3.9834849400837e-05
"napa","california",139045,68641,30,0.000215757488582833
"nevada","california",98292,58077,10,0.000101737679567004
"orange","california",3090132,75762,265,8.57568543997473e-05
"placer","california",361682,74645,43,0.000118888968762615
"plumas","california",19399,44151,3,0.000154647146760142
"riverside","california",2268783,58365,241,0.000106224350235346
"sacramento","california",1450121,56553,166,0.000114473206029014
"san benito","california",56884,65570,12,0.000210955628999367
"san bernardino","california",2081313,55853,246,0.000118194620415094
"san diego","california",3177063,63857,211,6.64135398007531e-05
"san francisco","california",825863,72947,117,0.00014166998642632
"san joaquin","california",702612,53764,43,6.12002072267482e-05
"san luis obispo","california",274804,58630,42,0.000152836203257595
"san mateo","california",739311,87633,42,5.68096511481636e-05
"santa barbara","california",431249,61896,42,9.73915301832584e-05
"santa clara","california",1837504,89064,219,0.0001191834140225
"santa cruz","california",266776,66030,18,6.74723363420997e-05
"shasta","california",178586,44058,41,0.000229581266168681
"sierra","california",3086,50308,1,0.000324044069993519
"siskiyou","california",44154,37865,17,0.000385016080083345
"solano","california",420757,69914,29,6.89233928371958e-05
"sonoma","california",491829,64343,75,0.00015249202466711
"stanislaus","california",521726,50671,81,0.000155253907223332
"sutter","california",95022,50010,9,9.47149081265391e-05
"tehama","california",63406,38753,8,0.000126171024824149
"trinity","california",13526,37672,6,0.000443590122726601
"tulare","california",451977,43550,52,0.000115050102106966
"tuolumne","california",54008,47359,29,0.000536957487779588
"ventura","california",835981,76728,96,0.000114835145774844
"yolo","california",204118,57920,31,0.000151872936242762
"yuba","california",72926,46617,4,5.48501220415215e-05
"adams","colorado",459598,56089,115,0.000250218669358875
"alamosa","colorado",16148,38299,1,6.19271736437949e-05
"arapahoe","colorado",595546,59937,69,0.000115860067904075
"archuleta","colorado",12070,60170,0,0
"baca","colorado",3751,37111,0,0
"bent","colorado",5773,35667,0,0
"boulder","colorado",305318,66479,82,0.000268572439227297
"chaffee","colorado",18150,43684,3,0.000165289256198347
"cheyenne","colorado",1874,47188,1,0.000533617929562433
"clear creek","colorado",9026,62756,2,0.00022158209616663
"conejos","colorado",8275,34435,1,0.000120845921450151
"costilla","colorado",3594,25949,0,0
"crowley","colorado",5365,40636,0,0
"custer","colorado",4249,43358,0,0
"delta","colorado",30432,41856,4,0.000131440588853838
"denver","colorado",634265,47499,0,0
"dolores","colorado",1994,44077,2,0.00100300902708124
"douglas","colorado",298215,101193,19,6.37124222456952e-05
"eagle","colorado",51874,70914,9,0.000173497320430273
"el paso","colorado",644964,57079,13,2.01561637548762e-05
"elbert","colorado",23383,79367,4,0.000171064448530984
"fremont","colorado",46788,38979,1,2.13730016243481e-05
"garfield","colorado",56953,63929,0,0
"gilpin","colorado",5491,59394,0,0
"grand","colorado",14195,64281,4,0.000281789362451567
"gunnison","colorado",15475,50073,1,6.46203554119548e-05
"hinsdale","colorado",810,77321,0,0
"huerfano","colorado",6596,29737,4,0.000606428138265616
"jackson","colorado",1348,48571,0,0
"jefferson","colorado",545358,67827,18,3.300584203404e-05
"kiowa","colorado",1444,41542,0,0
"kit carson","colorado",8094,43194,2,0.000247096614776378
"la plata","colorado",52401,56910,2,3.8167210549417e-05
"lake","colorado",7338,40543,0,0
"larimer","colorado",310487,57215,66,0.000212569286314725
"las animas","colorado",14945,40617,0,0
"lincoln","colorado",5453,43375,1,0.000183385292499542
"logan","colorado",22631,42324,1,4.41871768812691e-05
"mesa","colorado",147848,52986,2,1.35274065256209e-05
"mineral","colorado",709,54375,0,0
"moffat","colorado",13200,50758,5,0.000378787878787879
"montezuma","colorado",25431,45623,0,0
"montrose","colorado",40725,47479,0,0
"morgan","colorado",28472,42792,3,0.000105366676032593
"otero","colorado",18698,31246,0,0
"ouray","colorado",4530,61935,2,0.000441501103752759
"park","colorado",16029,61284,8,0.000499095389606338
"phillips","colorado",4367,44717,0,0
"pitkin","colorado",17263,68242,5,0.000289636795458495
"prowers","colorado",12389,34513,0,0
"pueblo","colorado",160852,41273,19,0.000118121005644941
"rio blanco","colorado",6857,63125,1,0.000145836371591075
"rio grande","colorado",11943,37885,0,0
"routt","colorado",23334,64230,1,4.28559184023314e-05
"saguache","colorado",6304,33672,9,0.00142766497461929
"san juan","colorado",690,36378,1,0.00144927536231884
"san miguel","colorado",7580,66789,0,0
"sedgwick","colorado",2383,36797,0,0
"summit","colorado",28044,67915,2,7.13165026387106e-05
"teller","colorado",23389,57931,6,0.000256530847834452
"washington","colorado",4766,43945,1,0.000209819555182543
"weld","colorado",263691,55825,22,8.34309855095547e-05
"yuma","colorado",10119,44991,1,9.88239944658563e-05
"fairfield","connecticut",933835,82558,50,5.35426493973775e-05
"hartford","connecticut",897259,64007,57,6.35268077556202e-05
"litchfield","connecticut",187530,71497,30,0.000159974404095345
"middlesex","connecticut",165602,77095,17,0.000102655765026992
"new haven","connecticut",862813,62497,88,0.000101991972768143
"new london","connecticut",274170,67010,17,6.20053251632199e-05
"tolland","connecticut",151539,80333,10,6.59896132348768e-05
"windham","connecticut",117599,60063,11,9.35382103589316e-05
"kent","delaware",167626,54783,19,0.000113347571379142
"new castle","delaware",546076,64158,41,7.50811242391169e-05
"sussex","delaware",203390,53215,14,6.883327597227e-05
"washington","district of columbia",632323,61835,1,1.58147022961366e-06
"alachua","florida",251417,41373,29,0.000115346217638425
"baker","florida",27086,47041,0,0
"bay","florida",171903,48225,17,9.88929803435658e-05
"bradford","florida",27049,41397,3,0.00011090983030796
"brevard","florida",547307,50068,39,7.12579959693554e-05
"broward","florida",1815137,51782,90,4.95830342282704e-05
"calhoun","florida",14723,31142,0,0
"charlotte","florida",162449,45112,20,0.000123115562422668
"citrus","florida",139360,38189,18,0.000129161882893226
"clay","florida",194345,59994,5,2.5727443463943e-05
"collier","florida",332427,56876,34,0.000102278094137961
"columbia","florida",67966,38589,7,0.000102992672806992
"dade","florida",2591035,43957,161,6.21373312209214e-05
"de soto","florida",34712,36407,3,8.64254436506107e-05
"dixie","florida",16126,34243,0,0
"duval","florida",879602,49964,72,8.18552026939457e-05
"escambia","florida",302715,43707,2,6.60687445286821e-06
"flagler","florida",98359,48708,21,0.000213503593977165
"franklin","florida",11686,37017,1,8.55724798904672e-05
"gadsden","florida",46528,33453,3,6.44773039889959e-05
"gilchrist","florida",16815,38467,0,0
"glades","florida",13107,39611,2,0.000152590218966964
"gulf","florida",15718,41291,2,0.000127242651736862
"hamilton","florida",14708,36683,1,6.7990209409845e-05
"hardee","florida",27514,38046,2,7.26902667732791e-05
"hendry","florida",37447,37989,0,0
"hernando","florida",173422,42700,7,4.03639676626956e-05
"highlands","florida",98128,34913,14,0.000142670797325942
"hillsborough","florida",1277746,50195,107,8.37412130423418e-05
"holmes","florida",19804,33510,3,0.000151484548576045
"indian river","florida",140567,46363,15,0.000106710678893339
"jackson","florida",48968,39869,2,4.0842999509884e-05
"jefferson","florida",14256,42096,0,0
"lafayette","florida",8804,49713,0,0
"lake","florida",303186,47509,24,7.91593279373058e-05
"lee","florida",645293,49444,39,6.04376616513739e-05
"leon","florida",283769,45827,25,8.80998276767371e-05
"levy","florida",40025,35920,6,0.000149906308557152
"liberty","florida",8276,40893,0,0
"madison","florida",18907,36557,0,0
"manatee","florida",333895,48181,56,0.000167717396187424
"marion","florida",335125,40103,32,9.54867586721373e-05
"martin","florida",148817,53612,18,0.000120953923274895
"monroe","florida",74809,53889,0,0
"nassau","florida",74629,58933,5,6.69980838548017e-05
"okaloosa","florida",190083,54140,6,3.15651583781822e-05
"okeechobee","florida",39467,36929,0,0
"orange","florida",1202234,49731,125,0.000103973103405826
"osceola","florida",287416,46479,18,6.26269936259638e-05
"palm beach","florida",1356545,52951,104,7.66653520524568e-05
"pasco","florida",470391,44103,46,9.77909866472785e-05
"pinellas","florida",921319,45891,43,4.66722166806502e-05
"polk","florida",616158,44398,46,7.46561758509993e-05
"putnam","florida",73263,34174,7,9.5546182929992e-05
"santa rosa","florida",158512,55913,6,3.78520238215403e-05
"sarasota","florida",386147,49212,67,0.000173509052252122
"seminole","florida",430838,58908,29,6.73106829016939e-05
"st johns","florida",202188,64153,7,3.46212435950699e-05
"st lucie","florida",283866,44947,9,3.17051002938006e-05
"sumter","florida",101620,44817,4,3.93623302499508e-05
"suwannee","florida",43656,37775,0,0
"taylor","florida",22744,38005,2,8.79352796341892e-05
"union","florida",15212,45645,1,6.57375755982119e-05
"volusia","florida",496950,44169,54,0.000108662843344401
"wakulla","florida",30818,54151,3,9.73457070543189e-05
"walton","florida",57582,46926,2,3.47330763085687e-05
"washington","florida",24892,37036,1,4.01735497348546e-05
"appling","georgia",18368,34989,0,0
"atkinson","georgia",8284,32814,0,0
"bacon","georgia",11198,32065,0,0
"baker","georgia",3366,27255,0,0
"baldwin","georgia",46367,36429,2,4.31341255634395e-05
"banks","georgia",18316,41397,0,0
"barrow","georgia",70169,50604,9,0.000128261768017216
"bartow","georgia",100661,49060,9,8.94090064672515e-05
"ben hill","georgia",17538,31943,2,0.000114038088721633
"berrien","georgia",19041,32512,3,0.000157554750275721
"bibb","georgia",156462,37975,5,3.19566412291803e-05
"bleckley","georgia",12913,35997,1,7.74413381863239e-05
"brantley","georgia",18587,38374,3,0.000161403131220746
"brooks","georgia",15403,40186,1,6.49224177108356e-05
"bryan","georgia",32214,64651,2,6.20848078475197e-05
"bulloch","georgia",72694,33902,4,5.50251740171128e-05
"burke","georgia",23125,32188,1,4.32432432432432e-05
"butts","georgia",23524,49339,2,8.50195544975344e-05
"calhoun","georgia",6504,32986,0,0
"camden","georgia",51402,51061,4,7.78179837360414e-05
"candler","georgia",11117,37315,0,0
"carroll","georgia",111580,45752,4,3.58487184083169e-05
"catoosa","georgia",65046,46549,5,7.68686775512714e-05
"charlton","georgia",13295,42307,0,0
"chatham","georgia",276434,45985,21,7.59675003798375e-05
"chattahoochee","georgia",13037,49969,0,0
"chattooga","georgia",25725,32224,0,0
"cherokee","georgia",221315,66717,16,7.22951449291734e-05
"clarke","georgia",120266,34151,9,7.48341177057522e-05
"clay","georgia",3116,24750,0,0
"clayton","georgia",265888,42936,5,1.88049103381875e-05
"clinch","georgia",6718,33143,0,0
"cobb","georgia",707442,65423,39,5.5128194254794e-05
"coffee","georgia",43170,34327,3,6.94927032661571e-05
"colquitt","georgia",46137,33345,6,0.000130047467325574
"columbia","georgia",131627,66556,4,3.03889019729995e-05
"cook","georgia",16923,35306,1,5.90911776871713e-05
"coweta","georgia",130929,61015,6,4.58263639071558e-05
"crawford","georgia",12600,37746,0,0
"crisp","georgia",23606,32616,0,0
"dade","georgia",16490,41629,2,0.000121285627653123
"dawson","georgia",22422,51989,7,0.000312193381500312
"de kalb","georgia",707089,51712,15,2.12137368846072e-05
"decatur","georgia",27509,31391,0,0
"dodge","georgia",21329,33829,1,4.68845234188194e-05
"dooly","georgia",14318,30830,0,0
"dougherty","georgia",94501,32364,2,2.11637972084951e-05
"douglas","georgia",133971,54763,5,3.73215098790037e-05
"early","georgia",10594,27645,0,0
"echols","georgia",3988,29476,0,0
"effingham","georgia",53293,58935,4,7.50567616760175e-05
"elbert","georgia",19684,32634,0,0
"emanuel","georgia",22898,30427,0,0
"evans","georgia",10689,38000,1,9.35541210590327e-05
"fannin","georgia",23492,34554,4,0.000170270730461434
"fayette","georgia",107524,81498,8,7.44019939734385e-05
"floyd","georgia",96177,43129,11,0.000114372459111846
"forsyth","georgia",187928,88262,10,5.32118683751224e-05
"franklin","georgia",21894,33086,4,0.000182698456198045
"fulton","georgia",977773,57582,25,2.55683067542262e-05
"gilmer","georgia",28190,37091,0,0
"glascock","georgia",3142,36275,0,0
"glynn","georgia",81022,49828,0,0
"gordon","georgia",55766,41336,5,8.96603665315784e-05
"grady","georgia",25440,32091,0,0
"greene","georgia",16092,38209,1,6.2142679592344e-05
"gwinnett","georgia",842046,63076,42,4.98785102001553e-05
"habersham","georgia",43520,41222,4,9.19117647058824e-05
"hall","georgia",185416,52050,14,7.55058894593778e-05
"hancock","georgia",8996,24483,0,0
"haralson","georgia",28400,38664,2,7.04225352112676e-05
"harris","georgia",32550,67299,4,0.000122887864823349
"hart","georgia",25518,35685,3,0.000117564072419469
"heard","georgia",11633,39167,1,8.59623484913608e-05
"henry","georgia",209053,64251,17,8.13190913309065e-05
"houston","georgia",146136,55738,10,6.84294082224777e-05
"irwin","georgia",9600,40379,2,0.000208333333333333
"jackson","georgia",60571,52883,6,9.90573046507404e-05
"jasper","georgia",13630,44404,4,0.000293470286133529
"jeff davis","georgia",15156,35336,0,0
"jefferson","georgia",16432,29178,0,0
"jenkins","georgia",9213,25467,0,0
"johnson","georgia",9897,31301,0,0
"jones","georgia",28577,51265,1,3.49931763306155e-05
"lamar","georgia",18057,39684,0,0
"lanier","georgia",10400,40878,0,0
"laurens","georgia",48041,37640,4,8.32622135259466e-05
"lee","georgia",28746,58252,6,0.000208724692131079
"liberty","georgia",65471,44146,4,6.10957523178201e-05
"lincoln","georgia",7737,36741,0,0
"long","georgia",16048,38785,0,0
"lowndes","georgia",114552,38535,6,5.23779593547035e-05
"lumpkin","georgia",30611,43704,2,6.53359903302734e-05
"macon","georgia",14263,28726,1,7.01114772488256e-05
"madison","georgia",27922,41407,1,3.58140534345677e-05
"marion","georgia",8711,32610,0,0
"mcduffie","georgia",21663,36841,2,9.23233162535198e-05
"mcintosh","georgia",13839,37194,0,0
"meriwether","georgia",21273,37028,3,0.000141023833027782
"miller","georgia",5969,33248,0,0
"mitchell","georgia",23144,37597,1,4.32077428275147e-05
"monroe","georgia",26637,48632,1,3.75417652138003e-05
"montgomery","georgia",8913,34933,0,0
"morgan","georgia",17881,46918,3,0.000167775851462446
"murray","georgia",39392,37004,2,5.07717303005686e-05
"muscogee","georgia",198413,41088,18,9.07198621058096e-05
"newton","georgia",101505,51691,4,3.94069257672036e-05
"oconee","georgia",33619,75136,1,2.97450846247658e-05
"oglethorpe","georgia",14618,43255,0,0
"paulding","georgia",144800,63023,13,8.97790055248619e-05
"peach","georgia",27622,41333,0,0
"pickens","georgia",29268,50582,0,0
"pierce","georgia",18844,37489,3,0.000159201867968584
"pike","georgia",17810,56433,2,0.000112296462661426
"polk","georgia",41188,38514,2,4.85578323783626e-05
"pulaski","georgia",11720,32424,0,0
"putnam","georgia",21198,41756,1,4.7174261722804e-05
"quitman","georgia",2404,32656,0,0
"rabun","georgia",16297,33533,3,0.000184082960053998
"randolph","georgia",7327,29071,0,0
"richmond","georgia",202587,39090,15,7.40422633239053e-05
"rockdale","georgia",85820,55819,10,0.000116522955022139
"schley","georgia",4990,34691,0,0
"screven","georgia",14202,31963,1,7.0412617941135e-05
"seminole","georgia",8947,29639,0,0
"spalding","georgia",63865,41163,3,4.69740859625773e-05
"stephens","georgia",25891,37502,2,7.72469197790738e-05
"stewart","georgia",6042,30417,0,0
"sumter","georgia",31554,34416,2,6.33834062242505e-05
"talbot","georgia",6517,33404,1,0.000153444836581249
"taliaferro","georgia",1680,24125,0,0
"tattnall","georgia",25384,33863,2,7.87897888433659e-05
"taylor","georgia",8420,27479,1,0.000118764845605701
"telfair","georgia",16349,23777,0,0
"terrell","georgia",9045,30953,0,0
"thomas","georgia",44724,34419,2,4.47187192558805e-05
"tift","georgia",41064,37414,0,0
"toombs","georgia",27315,32462,1,3.66099212886692e-05
"towns","georgia",10495,39309,1,9.52834683182468e-05
"treutlen","georgia",6769,31848,0,0
"troup","georgia",68468,41961,3,4.38160892679792e-05
"turner","georgia",8410,29851,2,0.000237812128418549
"twiggs","georgia",8447,27715,1,0.000118385225523855
"union","georgia",21451,43146,6,0.000279707239755722
"upson","georgia",26630,34068,0,0
"walker","georgia",68094,39578,2,2.93711633917819e-05
"walton","georgia",84575,51347,8,9.45906000591191e-05
"ware","georgia",35821,35431,5,0.000139582926216465
"warren","georgia",5578,33330,0,0
"washington","georgia",20879,31784,3,0.000143685042387087
"wayne","georgia",30305,39470,1,3.29978551394159e-05
"webster","georgia",2793,29583,0,0
"wheeler","georgia",7888,31456,0,0
"white","georgia",27556,39666,3,0.000108869211786907
"whitfield","georgia",103359,42379,6,5.80500972339129e-05
"wilcox","georgia",9068,31712,0,0
"wilkes","georgia",10076,28989,0,0
"wilkinson","georgia",9577,37500,1,0.000104416831993317
"worth","georgia",21741,38336,1,4.59960443401867e-05
"ada","idaho",409061,55304,59,0.000144232767240094
"adams","idaho",3915,36845,0,0
"bannock","idaho",83800,45347,10,0.000119331742243437
"bear lake","idaho",5907,43897,0,0
"benewah","idaho",9117,37508,3,0.000329055610398157
"bingham","idaho",45474,46169,4,8.79623521132955e-05
"blaine","idaho",21146,62906,3,0.000141870802988745
"boise","idaho",6835,47128,0,0
"bonner","idaho",40476,42989,4,9.88239944658563e-05
"bonneville","idaho",106684,51311,12,0.00011248172172022
"boundary","idaho",10808,35324,0,0
"butte","idaho",2740,37821,2,0.00072992700729927
"camas","idaho",1077,41184,0,0
"canyon","idaho",193888,42943,13,6.70490179897673e-05
"caribou","idaho",6787,49740,0,0
"cassia","idaho",23249,39551,3,0.000129037808077767
"clark","idaho",869,39792,0,0
"clearwater","idaho",8590,42043,0,0
"custer","idaho",4331,43445,3,0.00069268067420919
"elmore","idaho",26223,43691,2,7.62689242268238e-05
"franklin","idaho",12786,46344,0,0
"fremont","idaho",12957,42178,0,0
"gem","idaho",16673,44442,2,0.000119954417321418
"gooding","idaho",15291,40854,4,0.000261591786017919
"idaho","idaho",16308,36706,6,0.000367917586460633
"jefferson","idaho",26684,52799,1,3.74756408334583e-05
"jerome","idaho",22499,39232,0,0
"kootenai","idaho",142357,48075,7,4.91721517031126e-05
"latah","idaho",38184,39578,5,0.000130944898386759
"lemhi","idaho",7758,40270,1,0.000128899200824955
"lewis","idaho",3889,35344,0,0
"lincoln","idaho",5277,45077,0,0
"madison","idaho",37456,33791,0,0
"minidoka","idaho",20037,43194,0,0
"nez perce","idaho",39531,44540,5,0.00012648301333131
"oneida","idaho",4215,44435,0,0
"owyhee","idaho",11439,32169,4,0.000349680916164
"payette","idaho",22639,44943,4,0.000176686249392641
"power","idaho",7778,41797,0,0
"shoshone","idaho",12702,37934,1,7.87277594079672e-05
"teton","idaho",10052,52444,0,0
